years,jugador,name,first_name,last_name,pos,bat,lan,exp,pais,estado,ciudad
2014-15,R. Ramírez,Ramon A. Ramírez,Ramon,Ramírez,P,D,D,8,Venezuela,Aragua,Cagua
1973-74,R. Moreno,Ramon Moreno,Ramon,Moreno,P,,,1,Venezuela,Guarico,Las Mercedes del Llano
2012-13,R. Ulacio,Ramon Ulacio,Ramon,Ulacio,P,D,D,1,Venezuela,D.F.,Caracas
2008-09,R. Trujillo,Rather Trujillo,Rather,Trujillo,CF,D,D,1,Venezuela,Vargas,La Guaira
2006-07,R. Laya,Rayner Laya,Rayner,Laya,SS,D,D,4,Venezuela,Vargas,La Sabana
2005-06,R. Laya,Rayner Laya,Rayner,Laya,SS,D,D,3,Venezuela,Vargas,La Sabana
2004-05,R. Laya,Rayner Laya,Rayner,Laya,SS,D,D,2,Venezuela,Vargas,La Sabana
2003-04,R. Laya,Rayner Laya,Rayner,Laya,SS,D,D,1,Venezuela,Vargas,La Sabana
2016-17,R. Corona,Reegie R. Corona,Reegie,Corona,2B,A,D,7,Venezuela,D.F.,Caracas
2015-16,R. Corona,Reegie R. Corona,Reegie,Corona,2B,A,D,6,Venezuela,D.F.,Caracas
2017-18,R. Cordova,Rehiner Anderson Cordova,Rehiner,Cordova,BE,A,D,3,Venezuela,Aragua,Maracay
2016-17,R. Cordova,Rehiner Anderson Cordova,Rehiner,Cordova,BE,A,D,2,Venezuela,Aragua,Maracay
1998-99,R. Jiménez,Reinaldo Jiménez,Reinaldo,Jiménez,P,D,D,2,Venezuela,Lara,Barquisimeto
1997-98,R. Jiménez,Reinaldo Jiménez,Reinaldo,Jiménez,P,D,D,1,Venezuela,Lara,Barquisimeto
2014-15,R. Reyes,René Reyes,René,Reyes,CF,A,D,16,Venezuela,Nueva Esparta,Margarita
2013-14,R. Reyes,René Reyes,René,Reyes,CF,A,D,15,Venezuela,Nueva Esparta,Margarita
1997-98,R. Espina,Rendy Espina,Rendy,Espina,P,Z,Z,3,Venezuela,Zulia,Cabimas
1996-97,R. Espina,Rendy Espina,Rendy,Espina,P,Z,Z,2,Venezuela,Zulia,Cabimas
1994-95,R. Espina,Rendy Espina,Rendy,Espina,P,Z,Z,1,Venezuela,Zulia,Cabimas
2013-14,R. Osuna,Renny David Osuna Blanco,Renny,Osuna,2B,D,D,7,Venezuela,D.F.,Caracas
2012-13,R. Osuna,Renny David Osuna Blanco,Renny,Osuna,2B,D,D,6,Venezuela,D.F.,Caracas
2011-12,R. Osuna,Renny David Osuna Blanco,Renny,Osuna,2B,D,D,5,Venezuela,D.F.,Caracas
2010-11,R. Osuna,Renny David Osuna Blanco,Renny,Osuna,2B,D,D,4,Venezuela,D.F.,Caracas
2009-10,R. Osuna,Renny David Osuna Blanco,Renny,Osuna,2B,D,D,3,Venezuela,D.F.,Caracas
2008-09,R. Osuna,Renny David Osuna Blanco,Renny,Osuna,2B,D,D,2,Venezuela,D.F.,Caracas
2014-15,R. Pinto,Renyel Eligio Pinto,Renyel,Pinto,P,Z,Z,12,Venezuela,Miranda,Cupira
2013-14,R. Pinto,Renyel Eligio Pinto,Renyel,Pinto,P,Z,Z,11,Venezuela,Miranda,Cupira
2018-19,R. Pinto,Ricardo Antonio Pinto Valera,Ricardo,Pinto,P,D,D,2,Venezuela,Carabobo,Guacara
2016-17,R. Pinto,Ricardo Antonio Pinto Valera,Ricardo,Pinto,P,D,D,1,Venezuela,Carabobo,Guacara
2001-02,R. Cordova,Ricardo Arturo Cordova,Ricardo,Cordova,IF,A,D,2,Venezuela,Aragua,Maracay
2016-17,R. Genoves,Ricardo Enrique Genoves,Ricardo,Genoves,C,D,D,1,Venezuela,D.F.,Caracas
1989-90,R. Laya,Ricardo Laya,Ricardo,Laya,CF,Z,Z,6,Venezuela,D.F.,Caracas
1988-89,R. Laya,Ricardo Laya,Ricardo,Laya,CF,Z,Z,5,Venezuela,D.F.,Caracas
1987-88,R. Laya,Ricardo Laya,Ricardo,Laya,CF,Z,Z,4,Venezuela,D.F.,Caracas
1986-87,R. Laya,Ricardo Laya,Ricardo,Laya,CF,Z,Z,3,Venezuela,D.F.,Caracas
1985-86,R. Laya,Ricardo Laya,Ricardo,Laya,CF,Z,Z,2,Venezuela,D.F.,Caracas
2007-08,R. Palma,Ricardo Palma,Ricardo,Palma,P,Z,Z,11,Venezuela,Aragua,Maracay
1991-92,R. Petit,Ricardo Petit,Ricardo,Petit,P,,,1,Venezuela,,
2004-05,R. Rodríguez,Ricardo Rodríguez,Ricardo,Rodríguez,P,D,D,1,Venezuela,D.F.,Caracas
1995-96,R. Fernández,Richard Fernández,Richard,Fernández,P,D,D,2,Venezuela,Zulia,Maracaibo
2011-12,R. Martínez,Richard Jesús Martínez,Richard,Martínez,P,D,D,1,Venezuela,Aragua,Turmero
2009-10,R. Salazar,Richard Salazar,Richard,Salazar,P,Z,Z,9,Venezuela,D.F.,Caracas
2008-09,R. Salazar,Richard Salazar,Richard,Salazar,P,Z,Z,8,Venezuela,D.F.,Caracas
2007-08,R. Salazar,Richard Salazar,Richard,Salazar,P,Z,Z,7,Venezuela,D.F.,Caracas
2006-07,R. Salazar,Richard Salazar,Richard,Salazar,P,Z,Z,6,Venezuela,D.F.,Caracas
2005-06,R. Salazar,Richard Salazar,Richard,Salazar,P,Z,Z,5,Venezuela,D.F.,Caracas
2004-05,R. Salazar,Richard Salazar,Richard,Salazar,P,Z,Z,4,Venezuela,D.F.,Caracas
2003-04,R. Salazar,Richard Salazar,Richard,Salazar,P,Z,Z,3,Venezuela,D.F.,Caracas
2002-03,R. Salazar,Richard Salazar,Richard,Salazar,P,Z,Z,2,Venezuela,D.F.,Caracas
2001-02,R. Salazar,Richard Salazar,Richard,Salazar,P,Z,Z,1,Venezuela,D.F.,Caracas
1994-95,R. Guerra,Robert Guerra,Robert,Guerra,2B,D,D,2,Venezuela,D.F.,Caracas
1993-94,R. Guerra,Robert Guerra,Robert,Guerra,2B,D,D,1,Venezuela,D.F.,Caracas
1984-85,R. Marcano,Robert Marcano,Robert,Marcano,IF,D,D,13,Venezuela,Miranda,el Clavo
1982-83,R. Marcano,Robert Marcano,Robert,Marcano,IF,D,D,12,Venezuela,Miranda,el Clavo
1980-81,R. Marcano,Robert Marcano,Robert,Marcano,IF,D,D,11,Venezuela,Miranda,el Clavo
1978-79,R. Marcano,Robert Marcano,Robert,Marcano,IF,D,D,10,Venezuela,Miranda,el Clavo
1977-78,R. Marcano,Robert Marcano,Robert,Marcano,IF,D,D,9,Venezuela,Miranda,el Clavo
1976-77,R. Marcano,Robert Marcano,Robert,Marcano,IF,D,D,8,Venezuela,Miranda,el Clavo
1974-75,R. Marcano,Robert Marcano,Robert,Marcano,IF,D,D,6,Venezuela,Miranda,el Clavo
1973-74,R. Marcano,Robert Marcano,Robert,Marcano,IF,D,D,5,Venezuela,Miranda,el Clavo
1972-73,R. Marcano,Robert Marcano,Robert,Marcano,IF,D,D,4,Venezuela,Miranda,el Clavo
1971-72,R. Marcano,Robert Marcano,Robert,Marcano,IF,D,D,3,Venezuela,Miranda,el Clavo
1970-71,R. Marcano,Robert Marcano,Robert,Marcano,IF,D,D,2,Venezuela,Miranda,el Clavo
1969-70,R. Marcano,Robert Marcano,Robert,Marcano,IF,D,D,1,Venezuela,Miranda,el Clavo
1970-71,R. Romero,Roberto Romero,Roberto,Romero,BE,D,D,5,Venezuela,Bolivar,Ciudad Bolivar
1969-70,R. Romero,Roberto Romero,Roberto,Romero,BE,D,D,4,Venezuela,Bolivar,Ciudad Bolivar
1991-92,R. Garces,Robinson Garces,Robinson,Garces,P,Z,Z,8,Venezuela,Zulia,Maracaibo
1990-91,R. Garces,Robinson Garces,Robinson,Garces,P,Z,Z,7,Venezuela,Zulia,Maracaibo
1989-90,R. Garces,Robinson Garces,Robinson,Garces,P,Z,Z,6,Venezuela,Zulia,Maracaibo
1988-89,R. Garces,Robinson Garces,Robinson,Garces,P,Z,Z,5,Venezuela,Zulia,Maracaibo
1996-97,R. Veitia,Rodolfo Veitia,Rodolfo,Veitia,3B,D,D,1,Venezuela,Vargas,La Guaira
1962-63,R. Soto,Rogelio Soto,Rogelio,Soto,BE,D,D,1,Venezuela,Zulia,Maracaibo
2005-06,R. Luque,Roger Luque,Roger,Luque,P,Z,Z,9,Venezuela,Zulia,Ciudad Ojeda
1984-85,R. Blanco,Romualdo Blanco,Romualdo,Blanco,P,D,D,9,Venezuela,Vargas,La Sabana
1977-78,R. Blanco,Romualdo Blanco,Romualdo,Blanco,P,D,D,7,Venezuela,Vargas,La Sabana
1976-77,R. Blanco,Romualdo Blanco,Romualdo,Blanco,P,D,D,6,Venezuela,Vargas,La Sabana
1974-75,R. Blanco,Romualdo Blanco,Romualdo,Blanco,P,D,D,4,Venezuela,Vargas,La Sabana
1973-74,R. Blanco,Romualdo Blanco,Romualdo,Blanco,P,D,D,3,Venezuela,Vargas,La Sabana
1972-73,R. Blanco,Romualdo Blanco,Romualdo,Blanco,P,D,D,2,Venezuela,Vargas,La Sabana
1971-72,R. Blanco,Romualdo Blanco,Romualdo,Blanco,P,D,D,1,Venezuela,Vargas,La Sabana
1990-91,R. Martínez,Romulo Martínez,Romulo,Martínez,IF,D,D,2,Venezuela,Vargas,La Guaira
1989-90,R. Martínez,Romulo Martínez,Romulo,Martínez,IF,D,D,1,Venezuela,Vargas,La Guaira
2009-10,R. Belisario,Ronald J. Belisario,Ronald,Belisario,P,D,D,9,Venezuela,Aragua,Maracay
2008-09,R. Belisario,Ronald J. Belisario,Ronald,Belisario,P,D,D,8,Venezuela,Aragua,Maracay
2007-08,R. Belisario,Ronald J. Belisario,Ronald,Belisario,P,D,D,7,Venezuela,Aragua,Maracay
2007-08,R. Acuna,Ronald José Acuna,Ronald,Acuna,CF,D,D,9,Venezuela,Carabobo,Valencia
2000-01,R. Sorzano,Ronnie Sorzano,Ronnie,Sorzano,P,D,D,6,Venezuela,D.F.,Caracas
1999-00,R. Sorzano,Ronnie Sorzano,Ronnie,Sorzano,P,D,D,5,Venezuela,D.F.,Caracas
1993-94,R. Benavente,Ronnye Benavente,Ronnye,Benavente,P,,,2,Venezuela,D.F.,Caracas
1992-93,R. Benavente,Ronnye Benavente,Ronnye,Benavente,P,,,1,Venezuela,D.F.,Caracas
2017-18,R. Cabrera,Rony Alexander Cabrera,Rony,Cabrera,3B,D,D,2,Venezuela,D.F.,Caracas
2015-16,R. Cabrera,Rony Alexander Cabrera,Rony,Cabrera,3B,D,D,1,Venezuela,D.F.,Caracas
2012-13,R. Pérez,Rossmel Pérez,Rossmel,Pérez,C,A,D,5,Venezuela,Miranda,Guarenas
2011-12,R. Pérez,Rossmel Pérez,Rossmel,Pérez,C,A,D,4,Venezuela,Miranda,Guarenas
2010-11,R. Pérez,Rossmel Pérez,Rossmel,Pérez,C,A,D,3,Venezuela,Miranda,Guarenas
2009-10,R. Pérez,Rossmel Pérez,Rossmel,Pérez,C,A,D,2,Venezuela,Miranda,Guarenas
1995-96,R. Odor,Rouglas Odor,Rouglas,Odor,IF,D,D,6,Venezuela,Zulia,Maracaibo
1977-78,R. Alcala,Ruben Alcala,Ruben,Alcala,2B,D,D,1,Venezuela,Sucre,Cumana
2010-11,R. Medina,Ruben Antonio Medina,Ruben,Medina,P,D,D,5,Venezuela,Falcon,San Luis
2009-10,R. Medina,Ruben Antonio Medina,Ruben,Medina,P,D,D,4,Venezuela,Falcon,San Luis
2008-09,R. Medina,Ruben Antonio Medina,Ruben,Medina,P,D,D,3,Venezuela,Falcon,San Luis
2007-08,R. Medina,Ruben Antonio Medina,Ruben,Medina,P,D,D,2,Venezuela,Falcon,San Luis
2006-07,R. Medina,Ruben Antonio Medina,Ruben,Medina,P,D,D,1,Venezuela,Falcon,San Luis
2015-16,R. Paredes,Ruben Darío Paredes,Ruben,Paredes,P,D,D,1,Venezuela,Lara,Barquisimeto
2009-10,R. Salazar,Ruben Darío Salazar,Ruben,Salazar,3B,D,D,12,Venezuela,Bolivar,San Felix
2008-09,R. Salazar,Ruben Darío Salazar,Ruben,Salazar,3B,D,D,11,Venezuela,Bolivar,San Felix
2013-14,S. Pérez,Salvador Johan Pérez Díaz,Salvador,Pérez,C,D,D,2,Venezuela,Carabobo,Valencia
2012-13,S. Pérez,Salvador Johan Pérez Díaz,Salvador,Pérez,C,D,D,1,Venezuela,Carabobo,Valencia
2019-20,S. Dueñez,Samir Yarin Dueñez,Samir,Dueñez,1B,Z,D,4,Venezuela,Vargas,Macuto
2018-19,S. Dueñez,Samir Yarin Dueñez,Samir,Dueñez,1B,Z,D,3,Venezuela,Vargas,Macuto
1988-89,S. Macayo,Santos Macayo,Santos,Macayo,CF,D,D,3,Venezuela,D.F.,Caracas
1987-88,S. Macayo,Santos Macayo,Santos,Macayo,CF,D,D,2,Venezuela,D.F.,Caracas
1986-87,S. Macayo,Santos Macayo,Santos,Macayo,CF,D,D,1,Venezuela,D.F.,Caracas
2016-17,S. Escalona,Sergio Luis Escalona Rodríguez,Sergio,Escalona,P,Z,Z,10,Venezuela,Lara,El Tocuyo
2015-16,S. Escalona,Sergio Luis Escalona Rodríguez,Sergio,Escalona,P,Z,Z,9,Venezuela,Lara,El Tocuyo
2014-15,S. Escalona,Sergio Luis Escalona Rodríguez,Sergio,Escalona,P,Z,Z,8,Venezuela,Lara,El Tocuyo
2013-14,S. Escalona,Sergio Luis Escalona Rodríguez,Sergio,Escalona,P,Z,Z,7,Venezuela,Lara,El Tocuyo
2011-12,S. Escalona,Sergio Luis Escalona Rodríguez,Sergio,Escalona,P,Z,Z,6,Venezuela,Lara,El Tocuyo
2010-11,S. Escalona,Sergio Luis Escalona Rodríguez,Sergio,Escalona,P,Z,Z,5,Venezuela,Lara,El Tocuyo
2004-05,S. Torrealba,Steve Torrealba,Steve,Torrealba,C,D,D,9,Venezuela,Lara,Barquisimeto
1998-99,S. Torrealba,Steve Torrealba,Steve,Torrealba,C,D,D,3,Venezuela,Lara,Barquisimeto
1995-96,S. Ocando,Stewart Ocando,Stewart,Ocando,P,D,D,2,Venezuela,,
1994-95,S. Ocando,Stewart Ocando,Stewart,Ocando,P,D,D,1,Venezuela,,
1990-91,T. Liendo,Temistocles Liendo,Temistocles,Liendo,CF,D,D,1,Venezuela,Vargas,La Sabana
2019-20,T. Martínez,Teodoro Martínez,Teodoro,Martínez,CF,D,D,7,Venezuela,Vargas,La Guaira
2018-19,T. Martínez,Teodoro Martínez,Teodoro,Martínez,CF,D,D,6,Venezuela,Vargas,La Guaira
2017-18,T. Martínez,Teodoro Martínez,Teodoro,Martínez,CF,D,D,5,Venezuela,Vargas,La Guaira
1999-00,T. Zurita,Tomas Antonio Zurita,Tomas,Zurita,P,D,D,1,Venezuela,Anzoategui,Clarines
2005-06,T. Cabaniel,Tomas Cabaniel,Tomas,Cabaniel,P,D,D,2,Venezuela,D.F.,Caracas
2002-03,T. Araque,Tulio Araque,Tulio,Araque,CF,D,D,2,Venezuela,Zulia,Maracaibo
2001-02,T. Araque,Tulio Araque,Tulio,Araque,CF,D,D,1,Venezuela,Zulia,Maracaibo
1987-88,T. Brito,Tulio Brito,Tulio,Brito,CF,D,D,2,Venezuela,Falcon,Judibana
1982-83,V. Colina,Víctor Colina,Víctor,Colina,C,A,D,19,Venezuela,Falcon,Coro
1981-82,V. Colina,Víctor Colina,Víctor,Colina,C,A,D,18,Venezuela,Falcon,Coro
1980-81,V. Colina,Víctor Colina,Víctor,Colina,C,A,D,17,Venezuela,Falcon,Coro
1979-80,V. Colina,Víctor Colina,Víctor,Colina,C,A,D,16,Venezuela,Falcon,Coro
1978-79,V. Colina,Víctor Colina,Víctor,Colina,C,A,D,15,Venezuela,Falcon,Coro
1977-78,V. Colina,Víctor Colina,Víctor,Colina,C,A,D,14,Venezuela,Falcon,Coro
1976-77,V. Colina,Víctor Colina,Víctor,Colina,C,A,D,13,Venezuela,Falcon,Coro
1974-75,V. Colina,Víctor Colina,Víctor,Colina,C,A,D,11,Venezuela,Falcon,Coro
2008-09,V. Castillo,Víctor E. Castillo,Víctor,Castillo,C,A,D,3,Venezuela,Miranda,Guarenas
2007-08,V. Castillo,Víctor E. Castillo,Víctor,Castillo,C,A,D,2,Venezuela,Miranda,Guarenas
2006-07,V. Castillo,Víctor E. Castillo,Víctor,Castillo,C,A,D,1,Venezuela,Miranda,Guarenas
2007-08,V. Hernández,Víctor García Hernández,Víctor,Hernández,P,D,D,1,Venezuela,Lara,Cabudare
1968-69,V. Jiménez,Víctor Jiménez,Víctor,Jiménez,P,D,D,7,Venezuela,Zulia,Lagunillas
1967-68,V. Jiménez,Víctor Jiménez,Víctor,Jiménez,P,D,D,6,Venezuela,Zulia,Lagunillas
1966-67,V. Jiménez,Víctor Jiménez,Víctor,Jiménez,P,D,D,5,Venezuela,Zulia,Lagunillas
1995-96,V. Macero,Víctor Macero,Víctor,Macero,1B,D,D,1,Venezuela,Zulia,Maracaibo
1974-75,V. Patino,Víctor Patino,Víctor,Patino,P,Z,Z,5,Venezuela,D.F.,Caracas
1972-73,V. Patino,Víctor Patino,Víctor,Patino,P,Z,Z,4,Venezuela,D.F.,Caracas
1971-72,V. Patino,Víctor Patino,Víctor,Patino,P,Z,Z,3,Venezuela,D.F.,Caracas
1970-71,V. Patino,Víctor Patino,Víctor,Patino,P,Z,Z,2,Venezuela,D.F.,Caracas
1969-70,V. Patino,Víctor Patino,Víctor,Patino,P,Z,Z,1,Venezuela,D.F.,Caracas
2003-04,V. Valencia,Víctor Rafael Valencia,Víctor,Valencia,C,D,D,5,Venezuela,Aragua,Maracay
2002-03,V. Valencia,Víctor Rafael Valencia,Víctor,Valencia,C,D,D,4,Venezuela,Aragua,Maracay
2001-02,V. Valencia,Víctor Rafael Valencia,Víctor,Valencia,C,D,D,3,Venezuela,Aragua,Maracay
2000-01,V. Valencia,Víctor Rafael Valencia,Víctor,Valencia,C,D,D,2,Venezuela,Aragua,Maracay
2010-11,V. Zambrano,Víctor Zambrano,Víctor,Zambrano,P,A,D,11,Venezuela,Miranda,Los Teques
2009-10,V. Zambrano,Víctor Zambrano,Víctor,Zambrano,P,A,D,10,Venezuela,Miranda,Los Teques
1987-88,V. Echarry,Ventura Echarry,Ventura,Echarry,P,D,D,5,Venezuela,Vargas,Todasana
1986-87,V. Echarry,Ventura Echarry,Ventura,Echarry,P,D,D,4,Venezuela,Vargas,Todasana
2019-20,V. Mayo,Vianney José Mayo,Vianney,Mayo,P,D,D,4,Venezuela,Aragua,Maracay
2011-12,V. Mayo,Vianney José Mayo,Vianney,Mayo,P,D,D,2,Venezuela,Aragua,Maracay
2010-11,V. Mayo,Vianney José Mayo,Vianney,Mayo,P,D,D,1,Venezuela,Aragua,Maracay
2019-20,V. Diaz,Victor Manuel Diaz,Victor,Diaz,P,D,D,1,Venezuela,Portuguesa,Guanare
1993-94,V. Lunar,Villalba Lunar,Villalba,Lunar,CF,,,1,Venezuela,Bolivar,San Felix
1972-73,W. González,Waldemar González,Waldemar,González,IF,,,1,Venezuela,,
2009-10,W. González,Wiklenman Vicente González,Wiklenman,González,C,D,D,15,Venezuela,Aragua,Maracay
2005-06,W. González,Wiklenman Vicente González,Wiklenman,González,C,D,D,11,Venezuela,Aragua,Maracay
2003-04,W. González,Wiklenman Vicente González,Wiklenman,González,C,D,D,10,Venezuela,Aragua,Maracay
2006-07,W. Aguirre,Wilfreddy Aguirre Palacios,Wilfreddy,Aguirre,P,Z,Z,1,Venezuela,Aragua,Maracay
1989-90,W. Flores,Wilfredo Flores,Wilfredo,Flores,P,Z,Z,10,Venezuela,Aragua,Villa de Cura
1988-89,W. Flores,Wilfredo Flores,Wilfredo,Flores,P,Z,Z,9,Venezuela,Aragua,Villa de Cura
1987-88,W. Flores,Wilfredo Flores,Wilfredo,Flores,P,Z,Z,8,Venezuela,Aragua,Villa de Cura
1986-87,W. Flores,Wilfredo Flores,Wilfredo,Flores,P,Z,Z,7,Venezuela,Aragua,Villa de Cura
1985-86,W. Flores,Wilfredo Flores,Wilfredo,Flores,P,Z,Z,6,Venezuela,Aragua,Villa de Cura
1984-85,W. Flores,Wilfredo Flores,Wilfredo,Flores,P,Z,Z,5,Venezuela,Aragua,Villa de Cura
1983-84,W. Flores,Wilfredo Flores,Wilfredo,Flores,P,Z,Z,4,Venezuela,Aragua,Villa de Cura
2012-13,W. Giménez,Wilfredo José Giménez,Wilfredo,Giménez,C,D,D,1,Venezuela,Aragua,Maracay
2013-14,W. Ramírez,Wilfredo José Ramírez,Wilfredo,Ramírez,P,Z,Z,4,Venezuela,Anzoategui,Barcelona
2012-13,W. Ramírez,Wilfredo José Ramírez,Wilfredo,Ramírez,P,Z,Z,3,Venezuela,Anzoategui,Barcelona
2010-11,W. Ramírez,Wilfredo José Ramírez,Wilfredo,Ramírez,P,Z,Z,2,Venezuela,Anzoategui,Barcelona
2009-10,W. Ramírez,Wilfredo José Ramírez,Wilfredo,Ramírez,P,Z,Z,1,Venezuela,Anzoategui,Barcelona
1995-96,W. Polidor,Wilfredo Polidor,Wilfredo,Polidor,SS,D,D,5,Venezuela,D.F.,Caracas
2010-11,W. Romero,Wilfredo Romero,Wilfredo,Romero,CF,D,D,18,Venezuela,Aragua,Maracay
2009-10,W. Romero,Wilfredo Romero,Wilfredo,Romero,CF,D,D,17,Venezuela,Aragua,Maracay
2008-09,W. Romero,Wilfredo Romero,Wilfredo,Romero,CF,D,D,16,Venezuela,Aragua,Maracay
2016-17,W. Jiménez,Wilkyns Jiménez,Wilkyns,Jiménez,C,D,D,1,Venezuela,,
2016-17,W. Cuevas,William Cuevas,William,Cuevas,P,D,D,3,Venezuela,D.F.,Caracas
2015-16,W. Cuevas,William Cuevas,William,Cuevas,P,D,D,2,Venezuela,D.F.,Caracas
2014-15,W. Cuevas,William Cuevas,William,Cuevas,P,D,D,1,Venezuela,D.F.,Caracas
1998-99,W. Canate,William Emisael Canate Librada,William,Canate,CF,D,D,9,Venezuela,Zulia,Bobures
1997-98,W. Canate,William Emisael Canate Librada,William,Canate,CF,D,D,8,Venezuela,Zulia,Bobures
1995-96,W. Canate,William Emisael Canate Librada,William,Canate,CF,D,D,7,Venezuela,Zulia,Bobures
1995-96,W. Magallanes,William Magallanes,William,Magallanes,CF,D,D,10,Venezuela,Miranda,Barlovento
2006-07,W. Martínez,William Martínez,William,Martínez,P,D,D,7,Venezuela,Lara,Barquisimeto
