"N","Player Id","Temporada","Fecha","Juego","Equipo","orden","Jugador","IP","H","C","CL","HR","BB","SO","BF","EFE","G","P","SV","BS","HLD","Estadio","oponente","ronda","game_pk","day_nigth"
2681,"NA","2022-23","14/12/2022",1,"Aguilas del Zulia",5,"Alejandro Chacin ",0.2,1,1,1,0,2,0,5,2.29,0,0,0,1,0,"Estadio Universitario","Leones del Caracas","regular",714292,"night"
2682,"NA","2022-23","14/12/2022",1,"Aguilas del Zulia",6,"Carlos Espinal ",1,1,1,0,0,1,1,5,0,0,1,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714292,"night"
2683,"NA","2022-23","14/12/2022",1,"Leones del Caracas",1,"Jhoulys Chacín",4,2,0,0,0,2,2,16,1.5,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular",714292,"night"
2684,"NA","2022-23","14/12/2022",1,"Leones del Caracas",2,"Yoimer Camacho",1.2,2,0,0,0,1,1,8,2.35,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular",714292,"night"
2685,"NA","2022-23","14/12/2022",1,"Leones del Caracas",3,"Luis Rico ",0.1,0,0,0,0,0,1,1,9,0,0,0,0,1,"Estadio Universitario","Aguilas del Zulia","regular",714292,"night"
2686,"NA","2022-23","14/12/2022",1,"Leones del Caracas",4,"Miguel Socolovich ",0.2,2,1,1,0,1,1,5,4.11,0,0,0,1,0,"Estadio Universitario","Aguilas del Zulia","regular",714292,"night"
2687,"NA","2022-23","14/12/2022",1,"Leones del Caracas",5,"Eduardo Paredes",0.1,0,0,0,0,1,0,2,4,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular",714292,"night"
2688,"NA","2022-23","14/12/2022",1,"Leones del Caracas",6,"José Mujica",1,2,1,1,0,0,2,5,3.44,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular",714292,"night"
2689,"NA","2022-23","14/12/2022",1,"Leones del Caracas",7,"Anthony Castro ",1,0,0,0,0,1,2,4,4,1,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular",714292,"night"
2690,"NA","2022-23","14/12/2022",1,"Navegantes del Magallanes",1,"Erick Leal ",5,4,1,1,0,1,3,21,4.2,1,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714324,"night"
2691,"NA","2022-23","14/12/2022",1,"Navegantes del Magallanes",2,"Henderson Alvarez III",0,4,3,3,0,0,0,4,8.06,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714324,"night"
2692,"NA","2022-23","14/12/2022",1,"Navegantes del Magallanes",3,"Nivaldo Rodriguez ",1,2,0,0,0,0,0,4,4.44,0,0,0,0,1,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714324,"night"
2693,"NA","2022-23","14/12/2022",1,"Navegantes del Magallanes",4,"Wilking Rodriguez ",1,0,0,0,0,0,0,3,0,0,0,0,0,1,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714324,"night"
2694,"NA","2022-23","14/12/2022",1,"Navegantes del Magallanes",5,"Alexandro Tovalin ",1,1,0,0,0,0,0,4,4.76,0,0,0,0,1,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714324,"night"
2695,"NA","2022-23","14/12/2022",1,"Navegantes del Magallanes",6,"Enderson Franco ",1,1,1,1,1,0,1,4,1.76,0,0,1,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714324,"night"
2696,"NA","2022-23","14/12/2022",1,"Caribes de Anzoategui",1,"Jesús Reyes ",0.2,6,4,4,1,1,0,9,8.18,0,1,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714324,"night"
2697,"NA","2022-23","14/12/2022",1,"Caribes de Anzoategui",2,"Yeizo Campos",2.1,0,0,0,0,1,0,8,2.86,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714324,"night"
2698,"NA","2022-23","14/12/2022",1,"Caribes de Anzoategui",3,"Jesus Paricaguan",2.2,4,2,2,1,1,0,13,7.4,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714324,"night"
2699,"NA","2022-23","14/12/2022",1,"Caribes de Anzoategui",4,"Jean Toledo",0.1,0,0,0,0,0,0,1,3.97,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714324,"night"
2700,"NA","2022-23","14/12/2022",1,"Caribes de Anzoategui",5,"Lester Oliveros",1,1,0,0,0,1,1,5,4.61,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714324,"night"
2701,"NA","2022-23","14/12/2022",1,"Caribes de Anzoategui",6,"Jesus Balaguer",1,0,0,0,0,2,0,4,4.15,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714324,"night"
2702,"NA","2022-23","14/12/2022",1,"Caribes de Anzoategui",7,"Mayckol Guaipe",1,1,1,1,0,0,0,5,2.04,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714324,"night"
2703,"NA","2022-23","14/12/2022",1,"Cardenales de Lara",1,"Keyvius Sampson",5,6,2,1,0,3,6,21,2.16,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714238,"night"
2704,"NA","2022-23","14/12/2022",1,"Cardenales de Lara",2,"Yapson Gomez ",1,2,1,1,0,0,2,5,4.5,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714238,"night"
2705,"NA","2022-23","14/12/2022",1,"Cardenales de Lara",3,"Geoff Broussard ",0.2,0,1,0,0,2,0,4,4.5,0,0,0,0,1,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714238,"night"
2706,"NA","2022-23","14/12/2022",1,"Cardenales de Lara",4,"Darwinzon Hernandez ",1.1,0,0,0,0,0,4,4,4.2,0,0,0,0,1,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714238,"night"
2707,"NA","2022-23","14/12/2022",1,"Cardenales de Lara",5,"Vicente Campos ",1,0,0,0,0,0,0,3,2.53,0,0,1,0,0,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714238,"night"
2708,"mejchr001","2022-23","14/12/2022",1,"Tiburones de la Guaira",1,"Christian Mejias",2,1,0,0,0,3,1,11,6.91,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714238,"night"
2709,"garram001","2022-23","14/12/2022",1,"Tiburones de la Guaira",2,"Ramon Garcia",3,3,0,0,0,1,0,12,1.98,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714238,"night"
2710,"antnat001","2022-23","14/12/2022",1,"Tiburones de la Guaira",3,"Nathan Antone",1,0,0,0,0,0,0,3,2.7,0,0,0,0,1,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714238,"night"
2711,"herarn001","2022-23","14/12/2022",1,"Tiburones de la Guaira",4,"Arnaldo Hernandez",0,1,3,3,0,2,0,3,2.93,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714238,"night"
2712,"infgre001","2022-23","14/12/2022",1,"Tiburones de la Guaira",5,"Gregory Infante ",0.1,3,3,2,0,1,0,6,4.58,0,1,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714238,"night"
2713,"ramedu001","2022-23","14/12/2022",1,"Tiburones de la Guaira",6,"Edubray Ramos",0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714238,"night"
2714,"ramwli001","2022-23","14/12/2022",1,"Tiburones de la Guaira",7,"Williams Ramirez",2,0,0,0,0,0,3,6,5.79,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714238,"night"
2715,"NA","2022-23","14/12/2022",1,"Bravos de Margarita",1,"José Mesa Jr.",3.2,2,1,1,0,3,1,16,3.51,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714210,"night"
2716,"NA","2022-23","14/12/2022",1,"Bravos de Margarita",2,"Yender Cáramo ",2.1,1,0,0,0,0,0,8,1.24,1,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714210,"night"
2717,"NA","2022-23","14/12/2022",1,"Bravos de Margarita",3,"José A. Váldez",0.2,0,0,0,0,1,0,3,7.8,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714210,"night"
2718,"morfra001","2022-23","14/12/2022",1,"Bravos de Margarita",4,"Franklin Morales",0.1,0,0,0,0,0,0,1,14.63,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714210,"night"
2719,"NA","2022-23","14/12/2022",1,"Bravos de Margarita",5,"Gustavo J. Rodriguez",1,2,0,0,0,0,2,5,0.84,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714210,"night"
2720,"NA","2022-23","14/12/2022",1,"Bravos de Margarita",6,"Carlos Navas",1,1,0,0,0,1,0,5,4.67,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714210,"night"
2721,"NA","2022-23","14/12/2022",1,"Tigres de Aragua",1,"Angel Padron ",4.1,5,3,2,0,1,0,18,4.54,0,1,0,0,0,"Estadio Jose Perez Colmenares","Bravos de Margarita","regular",714210,"night"
2722,"NA","2022-23","14/12/2022",1,"Tigres de Aragua",2,"Jonathan Vargas",0.1,1,0,0,0,0,0,3,2.45,0,0,0,0,0,"Estadio Jose Perez Colmenares","Bravos de Margarita","regular",714210,"night"
2723,"NA","2022-23","14/12/2022",1,"Tigres de Aragua",3,"Jhondaniel Medina",0.1,0,0,0,0,1,0,2,0,0,0,0,0,0,"Estadio Jose Perez Colmenares","Bravos de Margarita","regular",714210,"night"
2724,"NA","2022-23","14/12/2022",1,"Tigres de Aragua",4,"Connor Law",1.1,2,3,3,0,1,0,7,5.68,0,0,0,0,0,"Estadio Jose Perez Colmenares","Bravos de Margarita","regular",714210,"night"
2725,"NA","2022-23","14/12/2022",1,"Tigres de Aragua",5,"Eduardo Figueroa",0.2,2,0,0,0,0,0,3,4.41,0,0,0,0,0,"Estadio Jose Perez Colmenares","Bravos de Margarita","regular",714210,"night"
2726,"NA","2022-23","14/12/2022",1,"Tigres de Aragua",6,"Jorge Rondon",1,3,2,2,0,0,1,6,12.51,0,0,0,0,0,"Estadio Jose Perez Colmenares","Bravos de Margarita","regular",714210,"night"
2727,"NA","2022-23","14/12/2022",1,"Tigres de Aragua",7,"Fabricio Reina",1,0,0,0,0,0,0,3,4.15,0,0,0,0,0,"Estadio Jose Perez Colmenares","Bravos de Margarita","regular",714210,"night"
2728,"NA","2022-23","15/12/2022",1,"Aguilas del Zulia",1,"Porfirio Lopez ",5,4,2,2,1,2,5,21,3.41,0,1,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714327,"night"
2729,"NA","2022-23","15/12/2022",1,"Aguilas del Zulia",2,"Ismael Guillón",0.2,2,0,0,0,1,0,5,0.53,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714327,"night"
2730,"NA","2022-23","15/12/2022",1,"Aguilas del Zulia",3,"Jefferson Medina",0.1,0,0,0,0,0,1,1,0.41,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714327,"night"
2731,"NA","2022-23","15/12/2022",1,"Aguilas del Zulia",4,"Carlos Betancourt",1,2,0,0,0,1,2,6,4.15,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714327,"night"
2732,"NA","2022-23","15/12/2022",1,"Aguilas del Zulia",5,"Elvis Araujo",1,0,0,0,0,0,1,3,5.01,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714327,"night"
2733,"NA","2022-23","15/12/2022",1,"Caribes de Anzoategui",1,"Luis Reyes ",7.1,2,0,0,0,2,1,24,0.56,1,0,0,0,0,"Estadio Alfonso Carrasquel","Aguilas del Zulia","regular",714327,"night"
2734,"NA","2022-23","15/12/2022",1,"Caribes de Anzoategui",2,"Liarvis Breto ",0.1,1,0,0,0,1,1,3,2.08,0,0,0,0,1,"Estadio Alfonso Carrasquel","Aguilas del Zulia","regular",714327,"night"
2735,"NA","2022-23","15/12/2022",1,"Caribes de Anzoategui",3,"Jesus Balaguer ",0.1,0,0,0,0,0,0,1,4.09,0,0,0,0,1,"Estadio Alfonso Carrasquel","Aguilas del Zulia","regular",714327,"night"
2736,"NA","2022-23","15/12/2022",1,"Caribes de Anzoategui",4,"Andres Sotillet ",1,3,1,1,0,0,1,5,3.75,0,0,1,0,0,"Estadio Alfonso Carrasquel","Aguilas del Zulia","regular",714327,"night"
2737,"NA","2022-23","15/12/2022",1,"Cardenales de Lara",1,"Fabian Blanco ",2.1,4,6,4,0,1,1,14,4.55,0,1,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714380,"night"
2738,"NA","2022-23","15/12/2022",1,"Cardenales de Lara",2,"Jesus Sanchez",0.2,2,0,0,0,0,0,3,2.35,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714380,"night"
2739,"NA","2022-23","15/12/2022",1,"Cardenales de Lara",3,"Luis Avilán",1,2,2,2,0,0,2,6,18,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714380,"night"
2740,"NA","2022-23","15/12/2022",1,"Cardenales de Lara",4,"Luís Madero",1,3,2,1,0,0,0,7,6.43,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714380,"night"
2741,"NA","2022-23","15/12/2022",1,"Cardenales de Lara",5,"Luis Contreras",1,0,0,0,0,0,3,3,7.36,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714380,"night"
2742,"NA","2022-23","15/12/2022",1,"Cardenales de Lara",6,"Jean Machi",1,1,0,0,0,0,0,4,6.75,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714380,"night"
2743,"NA","2022-23","15/12/2022",1,"Cardenales de Lara",7,"Diego Moreno",1,0,0,0,0,1,1,4,4.26,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714380,"night"
2744,"NA","2022-23","15/12/2022",1,"Bravos de Margarita",1,"Dimitri Kourtis",4,3,0,0,0,3,0,18,2.66,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714380,"night"
2745,"NA","2022-23","15/12/2022",1,"Bravos de Margarita",2,"Julio Vivas ",3,3,2,1,1,0,3,13,3.57,1,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714380,"night"
2746,"NA","2022-23","15/12/2022",1,"Bravos de Margarita",3,"Luis Rijo",0,1,3,3,1,2,0,3,33,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714380,"night"
2747,"NA","2022-23","15/12/2022",1,"Bravos de Margarita",4,"Henry Martinez",1,0,0,0,0,0,0,3,9.82,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714380,"night"
2748,"NA","2022-23","15/12/2022",1,"Bravos de Margarita",5,"Carlos Navas",1,1,0,0,0,1,0,6,4.42,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714380,"night"
2749,"NA","2022-23","15/12/2022",1,"Navegantes del Magallanes",1,"Felix Doubront ",5,5,3,3,2,1,4,20,5.4,0,1,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714240,"night"
2750,"NA","2022-23","15/12/2022",1,"Navegantes del Magallanes",2,"Nivaldo Rodriguez",1,2,0,0,0,0,0,4,4.26,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714240,"night"
2751,"NA","2022-23","15/12/2022",1,"Navegantes del Magallanes",3,"Yorvin Pantoja",1,0,0,0,0,0,2,3,7.15,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714240,"night"
2752,"NA","2022-23","15/12/2022",1,"Navegantes del Magallanes",4,"Anthony Vizcaya",1,2,1,1,0,2,2,7,6.75,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714240,"night"
2753,"diavic001","2022-23","15/12/2022",1,"Tiburones de la Guaira",1,"Victor Diaz",3.1,3,0,0,0,3,2,17,5.26,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",714240,"night"
2754,"herrob001","2022-23","15/12/2022",1,"Tiburones de la Guaira",2,"Robinson Hernandez ",2.2,1,0,0,0,1,1,10,2.78,1,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",714240,"night"
2755,"herarn001","2022-23","15/12/2022",1,"Tiburones de la Guaira",3,"Arnaldo Hernandez ",1,0,0,0,0,0,1,3,2.76,0,0,0,0,1,"Estadio Universitario","Navegantes del Magallanes","regular",714240,"night"
2756,"ramedu001","2022-23","15/12/2022",1,"Tiburones de la Guaira",4,"Edubray Ramos ",1,0,0,0,0,0,1,3,0,0,0,0,0,1,"Estadio Universitario","Navegantes del Magallanes","regular",714240,"night"
2757,"quijos001","2022-23","15/12/2022",1,"Tiburones de la Guaira",5,"José Quijada",1,0,0,0,0,0,1,3,0,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",714240,"night"
2758,"NA","2022-23","15/12/2022",1,"Leones del Caracas",1,"Anderson Espinoza",0.2,4,4,4,0,1,1,7,33.75,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714209,"night"
2759,"NA","2022-23","15/12/2022",1,"Leones del Caracas",2,"Norwith Gudino ",1.2,2,0,0,0,4,1,11,5.28,1,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714209,"night"
2760,"NA","2022-23","15/12/2022",1,"Leones del Caracas",3,"Luis Rico ",1.1,0,0,0,0,0,0,3,7.56,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714209,"night"
2761,"NA","2022-23","15/12/2022",1,"Leones del Caracas",4,"Tiago Da Silva ",1.1,2,1,1,0,1,1,6,6.29,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714209,"night"
2762,"NA","2022-23","15/12/2022",1,"Leones del Caracas",5,"Eduardo Paredes ",1,0,0,0,0,0,0,3,3.6,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714209,"night"
2763,"NA","2022-23","15/12/2022",1,"Leones del Caracas",6,"Miguel Rodriguez ",1,0,0,0,0,1,1,4,0,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714209,"night"
2764,"NA","2022-23","15/12/2022",1,"Leones del Caracas",7,"Alfred Gutierrez ",1,1,0,0,0,0,0,4,3,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714209,"night"
2765,"NA","2022-23","15/12/2022",1,"Leones del Caracas",8,"Ricardo Rodríguez ",1,0,0,0,0,0,0,3,2.82,0,0,1,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714209,"night"
2766,"NA","2022-23","15/12/2022",1,"Tigres de Aragua",1,"Manuel Veloz",0.1,5,4,4,0,1,0,6,108,0,0,0,0,0,"Estadio Jose Perez Colmenares","Leones del Caracas","regular",714209,"night"
2767,"NA","2022-23","15/12/2022",1,"Tigres de Aragua",2,"Angelo Palumbo ",2.1,6,2,2,0,1,0,12,5.18,0,1,0,0,0,"Estadio Jose Perez Colmenares","Leones del Caracas","regular",714209,"night"
2768,"NA","2022-23","15/12/2022",1,"Tigres de Aragua",3,"Pedro Rodriguez",1.1,2,1,1,0,1,0,6,10.34,0,0,0,0,0,"Estadio Jose Perez Colmenares","Leones del Caracas","regular",714209,"night"
2769,"NA","2022-23","15/12/2022",1,"Tigres de Aragua",4,"Connor Law",1,0,0,0,0,0,0,3,5.4,0,0,0,0,0,"Estadio Jose Perez Colmenares","Leones del Caracas","regular",714209,"night"
2770,"NA","2022-23","15/12/2022",1,"Tigres de Aragua",5,"Eduardo Figueroa",1,0,0,0,0,1,0,4,4.15,0,0,0,0,0,"Estadio Jose Perez Colmenares","Leones del Caracas","regular",714209,"night"
2771,"NA","2022-23","15/12/2022",1,"Tigres de Aragua",6,"Jorgan Cavanerio",1,1,1,1,1,0,0,4,5.68,0,0,0,0,0,"Estadio Jose Perez Colmenares","Leones del Caracas","regular",714209,"night"
2772,"NA","2022-23","15/12/2022",1,"Tigres de Aragua",7,"Claudio Custodio",2,1,0,0,0,1,5,8,2.3,0,0,0,0,0,"Estadio Jose Perez Colmenares","Leones del Caracas","regular",714209,"night"
2773,"NA","2022-23","16/12/2022",1,"Aguilas del Zulia",1,"Eudis Idrogo ",2.1,4,4,3,1,1,0,11,6.61,0,1,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714320,"night"
2774,"NA","2022-23","16/12/2022",1,"Aguilas del Zulia",2,"Jefferson Medina",0.2,1,1,1,1,0,1,3,0.79,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714320,"night"
2775,"NA","2022-23","16/12/2022",1,"Aguilas del Zulia",3,"Luis Moncada",0,1,3,3,0,1,0,3,9,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714320,"night"
2776,"NA","2022-23","16/12/2022",1,"Aguilas del Zulia",4,"Alejandro Chacin",1,2,2,1,0,1,1,7,2.61,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714320,"night"
2777,"NA","2022-23","16/12/2022",1,"Aguilas del Zulia",5,"Alexis Tapia",0.2,2,3,3,0,2,1,6,5.06,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714320,"night"
2778,"NA","2022-23","16/12/2022",1,"Aguilas del Zulia",6,"Jose Davila",1.1,2,0,0,0,0,2,7,0,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714320,"night"
2779,"NA","2022-23","16/12/2022",1,"Aguilas del Zulia",7,"Deretd Parra",1.2,0,0,0,0,0,1,5,5.63,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714320,"night"
2780,"NA","2022-23","16/12/2022",1,"Aguilas del Zulia",8,"Samuel Alvarado",0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714320,"night"
2781,"NA","2022-23","16/12/2022",1,"Caribes de Anzoategui",1,"Carlos Luna",2.1,2,3,3,1,2,2,13,10.13,0,0,0,0,0,"Estadio Alfonso Carrasquel","Aguilas del Zulia","regular",714320,"night"
2782,"NA","2022-23","16/12/2022",1,"Caribes de Anzoategui",2,"Jean Toledo ",1,1,0,0,0,0,1,3,3.65,1,0,0,0,0,"Estadio Alfonso Carrasquel","Aguilas del Zulia","regular",714320,"night"
2783,"NA","2022-23","16/12/2022",1,"Caribes de Anzoategui",3,"Liarvis Breto ",1,0,0,0,0,2,2,5,1.93,0,0,0,0,1,"Estadio Alfonso Carrasquel","Aguilas del Zulia","regular",714320,"night"
2784,"NA","2022-23","16/12/2022",1,"Caribes de Anzoategui",4,"Jesus Balaguer",0.2,0,0,0,0,1,1,3,3.97,0,0,0,0,0,"Estadio Alfonso Carrasquel","Aguilas del Zulia","regular",714320,"night"
2785,"NA","2022-23","16/12/2022",1,"Caribes de Anzoategui",5,"Manuel Cachutt",2,0,0,0,0,0,2,6,7.13,0,0,0,0,0,"Estadio Alfonso Carrasquel","Aguilas del Zulia","regular",714320,"night"
2786,"NA","2022-23","16/12/2022",1,"Caribes de Anzoategui",6,"David Martinez",1,0,0,0,0,0,1,3,4,0,0,0,0,0,"Estadio Alfonso Carrasquel","Aguilas del Zulia","regular",714320,"night"
2787,"NA","2022-23","16/12/2022",1,"Caribes de Anzoategui",7,"Ivan Medina",1,0,0,0,0,0,0,3,7.36,0,0,0,0,0,"Estadio Alfonso Carrasquel","Aguilas del Zulia","regular",714320,"night"
2788,"NA","2022-23","16/12/2022",1,"Cardenales de Lara",1,"Max Castillo ",6,3,1,1,1,1,5,23,5.11,1,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714265,"night"
2789,"NA","2022-23","16/12/2022",1,"Cardenales de Lara",2,"Cristofer Ogando",1,1,1,1,1,0,1,4,4.91,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714265,"night"
2790,"NA","2022-23","16/12/2022",1,"Cardenales de Lara",3,"Jose Adames",0.1,3,1,1,0,0,0,4,3.86,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714265,"night"
2791,"NA","2022-23","16/12/2022",1,"Cardenales de Lara",4,"Darwinzon Hernandez",0.2,0,0,0,0,1,1,3,4.02,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714265,"night"
2792,"NA","2022-23","16/12/2022",1,"Cardenales de Lara",5,"Vicente Campos",1,2,1,1,0,0,1,5,2.82,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714265,"night"
2793,"NA","2022-23","16/12/2022",1,"Navegantes del Magallanes",1,"Yohander Méndez ",2.2,8,5,5,2,2,3,17,4.6,0,1,0,0,0,"Estadio Jose Bernardo Perez","Cardenales de Lara","regular",714265,"night"
2794,"NA","2022-23","16/12/2022",1,"Navegantes del Magallanes",2,"Angel Rondón",1.2,3,2,2,2,1,3,9,4.91,0,0,0,0,0,"Estadio Jose Bernardo Perez","Cardenales de Lara","regular",714265,"night"
2795,"NA","2022-23","16/12/2022",1,"Navegantes del Magallanes",3,"Jose Martinez",1.2,1,1,1,0,1,1,7,3.77,0,0,0,0,0,"Estadio Jose Bernardo Perez","Cardenales de Lara","regular",714265,"night"
2796,"NA","2022-23","16/12/2022",1,"Navegantes del Magallanes",4,"Bruce Rondón",1,1,0,0,0,0,0,3,4.41,0,0,0,0,0,"Estadio Jose Bernardo Perez","Cardenales de Lara","regular",714265,"night"
2797,"NA","2022-23","16/12/2022",1,"Navegantes del Magallanes",5,"Jose Ascanio",1,0,0,0,0,1,0,3,4.22,0,0,0,0,0,"Estadio Jose Bernardo Perez","Cardenales de Lara","regular",714265,"night"
2798,"NA","2022-23","16/12/2022",1,"Navegantes del Magallanes",6,"Darwin Ramos",1,1,0,0,0,0,0,3,7.56,0,0,0,0,0,"Estadio Jose Bernardo Perez","Cardenales de Lara","regular",714265,"night"
2799,"gutosm001","2022-23","16/12/2022",1,"Tiburones de la Guaira",1,"Osman Gutierrez",5,3,0,0,0,0,5,18,1.13,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714294,"night"
