"N","Player id","Temporada","Fecha","Juego","Equipo","Posicion","Orden_bat","Jugador","AB","R","H","2B","3B","HR","RBI","BB","SO","LOB","AVE","Estadio","oponente"
665,,"2021-22","30/11/2022",31,"Tigres de Aragua","C",8,"Ramón Cabrera ",4,1,1,0,0,1,2,0,0,0,0.216,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
666,,"2021-22","30/11/2022",31,"Tigres de Aragua","SS-3B",9,"Deiner Lopez ",3,0,0,0,0,0,0,0,2,0,0.27,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
667,,"2021-22","30/11/2022",31,"Tigres de Aragua","PH",,"Carlos Arroyo ",1,0,0,0,0,0,0,0,0,0,0.326,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
829,"cedlor001","2021-22","11/12/2022",40,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",5,0,1,0,0,0,1,0,1,2,0.241,"Estadio Jose Perez Colmenares","Tigres de Aragua"
830,"vasdan001","2021-22","11/12/2022",40,"Tiburones de la Guaira","RF",2,"Danry Vasquez ",5,1,1,0,0,0,0,0,0,3,0.261,"Estadio Jose Perez Colmenares","Tigres de Aragua"
831,"garmai002","2021-22","11/12/2022",40,"Tiburones de la Guaira","SS",3,"Maikel Garcia ",1,0,1,0,0,0,0,0,0,0,0.355,"Estadio Jose Perez Colmenares","Tigres de Aragua"
832,"rodkey001","2021-22","11/12/2022",40,"Tiburones de la Guaira","2B",,"Keyber Rodriguez ",3,0,0,0,0,0,0,0,0,3,0,"Estadio Jose Perez Colmenares","Tigres de Aragua"
833,"perjai001","2021-22","11/12/2022",40,"Tiburones de la Guaira","PH",,"Jairo Perez ",0,0,0,0,0,0,0,0,0,0,0.262,"Estadio Jose Perez Colmenares","Tigres de Aragua"
834,"lujjes001","2021-22","11/12/2022",40,"Tiburones de la Guaira","PR",,"Jesus Lujano ",0,1,0,0,0,0,0,0,0,0,0.231,"Estadio Jose Perez Colmenares","Tigres de Aragua"
835,"bragab001","2021-22","11/12/2022",40,"Tiburones de la Guaira","C",,"Gabriel Bracamonte ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua"
836,"marjos002","2021-22","11/12/2022",40,"Tiburones de la Guaira","DH",4,"José Martínez ",4,1,2,0,0,0,0,1,1,0,0.297,"Estadio Jose Perez Colmenares","Tigres de Aragua"
837,"duredg001","2021-22","11/12/2022",40,"Tiburones de la Guaira","2B-3B-2B",5,"Edgar Duran ",4,1,2,0,0,1,4,1,0,2,0.319,"Estadio Jose Perez Colmenares","Tigres de Aragua"
838,"guzjes001","2021-22","11/12/2022",40,"Tiburones de la Guaira","1B",6,"Jesus Guzman ",5,0,0,0,0,0,0,0,2,3,0.276,"Estadio Jose Perez Colmenares","Tigres de Aragua"
839,"reyren001","2021-22","11/12/2022",40,"Tiburones de la Guaira","LF",7,"Rene Reyes ",3,1,1,0,0,0,0,1,1,3,0.4,"Estadio Jose Perez Colmenares","Tigres de Aragua"
840,"torjun001","2021-22","11/12/2022",40,"Tiburones de la Guaira","C-3B",8,"Juan Torres ",4,0,0,0,0,0,0,0,0,4,0.148,"Estadio Jose Perez Colmenares","Tigres de Aragua"
841,"melkel001","2021-22","11/12/2022",40,"Tiburones de la Guaira","3B-SS",9,"Kelvin Melean ",4,1,2,0,0,0,0,0,0,2,0.36,"Estadio Jose Perez Colmenares","Tigres de Aragua"
842,,"2021-22","11/12/2022",40,"Tigres de Aragua","CF",1,"Carlos Tocci ",4,0,2,0,0,0,0,0,1,0,0.352,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
843,,"2021-22","11/12/2022",40,"Tigres de Aragua","RF-3B",2,"Hernán Pérez ",4,0,0,0,0,0,0,0,1,2,0.309,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
844,,"2021-22","11/12/2022",40,"Tigres de Aragua","2B",3,"Alexi Amarista ",4,1,1,0,0,0,0,0,1,1,0.341,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
845,,"2021-22","11/12/2022",40,"Tigres de Aragua","DH",4,"Wilson Garcia ",4,1,1,0,0,1,1,0,0,2,0.287,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
846,,"2021-22","11/12/2022",40,"Tigres de Aragua","1B",5,"Henry Alejandro Rodriguez ",3,1,1,1,0,0,1,0,0,0,0.313,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
847,,"2021-22","11/12/2022",40,"Tigres de Aragua","LF-RF",6,"Denis Phipps ",4,1,1,1,0,0,0,0,2,2,0.265,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
848,,"2021-22","11/12/2022",40,"Tigres de Aragua","C",7,"Francisco Arcia ",4,0,1,0,0,0,1,0,0,2,0.231,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
849,,"2021-22","11/12/2022",40,"Tigres de Aragua","3B",8,"Edwin Garcia ",3,0,0,0,0,0,0,0,0,1,0.247,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
850,,"2021-22","11/12/2022",40,"Tigres de Aragua","LF",,"Eduard Pinto ",1,0,1,0,0,0,1,0,0,0,0.2,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
851,,"2021-22","11/12/2022",40,"Tigres de Aragua","SS",9,"Deiner Lopez ",3,0,0,0,0,0,0,0,2,0,0.297,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
852,,"2021-22","11/12/2022",40,"Tigres de Aragua","PH",,"Wilfredo Gimenez ",1,0,0,0,0,0,0,0,0,1,0.239,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
42,,"2021-22","26/10/2021",3,"Cardenales de Lara","2B",1,"Jecksson Flores ",4,1,1,0,0,0,0,0,0,2,0.444,"Estadio Universitario","Tiburones de la Guaira"
43,,"2021-22","26/10/2021",3,"Cardenales de Lara","PH-2B",,"Yonathan Mendoza ",1,0,0,0,0,0,0,0,1,1,0,"Estadio Universitario","Tiburones de la Guaira"
44,,"2021-22","26/10/2021",3,"Cardenales de Lara","RF",2,"Yordanys Linares ",4,1,2,0,0,0,2,1,2,0,0.462,"Estadio Universitario","Tiburones de la Guaira"
45,,"2021-22","26/10/2021",3,"Cardenales de Lara","CF",3,"Gorkys Hernández ",4,2,1,0,0,0,1,1,1,2,0.273,"Estadio Universitario","Tiburones de la Guaira"
46,,"2021-22","26/10/2021",3,"Cardenales de Lara","3B",4,"Carlos Rivero ",4,1,2,2,0,0,2,0,0,0,0.308,"Estadio Universitario","Tiburones de la Guaira"
47,,"2021-22","26/10/2021",3,"Cardenales de Lara","DH",5,"Alberto Callaspo ",4,0,1,0,0,0,2,0,1,1,0.25,"Estadio Universitario","Tiburones de la Guaira"
48,,"2021-22","26/10/2021",3,"Cardenales de Lara","C",6,"Ali Sánchez ",4,0,2,0,0,0,0,0,0,1,0.231,"Estadio Universitario","Tiburones de la Guaira"
49,,"2021-22","26/10/2021",3,"Cardenales de Lara","1B",7,"Osman Marval ",4,1,1,1,0,0,0,0,0,2,0.385,"Estadio Universitario","Tiburones de la Guaira"
50,,"2021-22","26/10/2021",3,"Cardenales de Lara","LF",8,"Pedro Castellanos ",3,0,0,0,0,0,0,0,2,2,0.2,"Estadio Universitario","Tiburones de la Guaira"
51,,"2021-22","26/10/2021",3,"Cardenales de Lara","LF",,"Manuel Melendez ",1,0,0,0,0,0,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
52,,"2021-22","26/10/2021",3,"Cardenales de Lara","SS",9,"Jermaine Palacios ",4,3,4,1,0,0,0,0,0,0,0.818,"Estadio Universitario","Tiburones de la Guaira"
53,"cedlor001","2021-22","26/10/2021",3,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",4,0,0,0,0,0,0,0,1,3,0.333,"Estadio Universitario","Cardenales de Lara"
54,"sosjun001","2021-22","26/10/2021",3,"Tiburones de la Guaira","DH",2,"Junior Sosa ",3,0,1,0,0,0,0,0,1,0,0.222,"Estadio Universitario","Cardenales de Lara"
55,"torjun001","2021-22","26/10/2021",3,"Tiburones de la Guaira","PH",,"Juan Torres ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara"
56,"vasdan001","2021-22","26/10/2021",3,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",2,0,0,0,0,0,0,1,2,1,0.222,"Estadio Universitario","Cardenales de Lara"
57,"avilu001","2021-22","26/10/2021",3,"Tiburones de la Guaira","3B",4,"Luis Aviles Jr",4,0,0,0,0,0,0,0,0,3,0.214,"Estadio Universitario","Cardenales de Lara"
58,"menhei001","2021-22","26/10/2021",3,"Tiburones de la Guaira","2B",5,"Heiker Meneses ",3,0,0,0,0,0,0,0,1,1,0,"Estadio Universitario","Cardenales de Lara"
59,"marteo001","2021-22","26/10/2021",3,"Tiburones de la Guaira","LF",6,"Teodoro Martinez ",3,0,0,0,0,0,0,0,0,0,0.3,"Estadio Universitario","Cardenales de Lara"
60,"duesam001","2021-22","26/10/2021",3,"Tiburones de la Guaira","1B",7,"Samir Dueñez ",3,0,0,0,0,0,0,0,1,0,0,"Estadio Universitario","Cardenales de Lara"
61,"ferjua001","2021-22","26/10/2021",3,"Tiburones de la Guaira","C",8,"Juan Fernandez ",2,0,2,0,0,0,0,1,0,0,0.667,"Estadio Universitario","Cardenales de Lara"
62,"rocbra001","2021-22","26/10/2021",3,"Tiburones de la Guaira","SS",9,"Brayan Rocchio ",3,0,1,0,0,0,0,0,0,2,0.333,"Estadio Universitario","Cardenales de Lara"
132,,"2021-22","31/10/2021",7,"Aguilas del Zulia","LF-3B",1,"Ali Castillo ",5,1,4,1,0,0,1,0,0,0,0.351,"Estadio Universitario","Tiburones de la Guaira"
133,,"2021-22","31/10/2021",7,"Aguilas del Zulia","2B",2,"Osleivis Basabe ",5,0,1,0,0,0,1,0,0,5,0.345,"Estadio Universitario","Tiburones de la Guaira"
134,,"2021-22","31/10/2021",7,"Aguilas del Zulia","1B-C",3,"José Briceño ",4,0,1,0,0,0,0,1,1,1,0.31,"Estadio Universitario","Tiburones de la Guaira"
135,,"2021-22","31/10/2021",7,"Aguilas del Zulia","RF",4,"Angel Reyes ",5,0,0,0,0,0,0,0,1,3,0.156,"Estadio Universitario","Tiburones de la Guaira"
136,,"2021-22","31/10/2021",7,"Aguilas del Zulia","C",5,"Jose Herrera ",1,1,1,0,0,0,0,1,0,0,0.333,"Estadio Universitario","Tiburones de la Guaira"
137,,"2021-22","31/10/2021",7,"Aguilas del Zulia","PR-1B",,"Kelvin Alarcon ",1,0,0,0,0,0,0,0,0,0,0.143,"Estadio Universitario","Tiburones de la Guaira"
138,,"2021-22","31/10/2021",7,"Aguilas del Zulia","PH-LF",,"Yonathan Perlaza ",2,0,0,0,0,0,0,0,1,2,0.227,"Estadio Universitario","Tiburones de la Guaira"
139,,"2021-22","31/10/2021",7,"Aguilas del Zulia","SS",6,"Humberto Arteaga ",4,0,1,1,0,0,0,0,0,2,0.25,"Estadio Universitario","Tiburones de la Guaira"
140,,"2021-22","31/10/2021",7,"Aguilas del Zulia","DH",7,"Alex Romero ",4,2,2,1,0,0,1,0,1,2,0.32,"Estadio Universitario","Tiburones de la Guaira"
141,,"2021-22","31/10/2021",7,"Aguilas del Zulia","CF",8,"Ericson Leonora ",4,0,1,0,0,0,1,0,0,0,0.222,"Estadio Universitario","Tiburones de la Guaira"
142,,"2021-22","31/10/2021",7,"Aguilas del Zulia","3B-1B",9,"Erick Epifano ",4,0,1,0,0,0,0,0,0,2,0.25,"Estadio Universitario","Tiburones de la Guaira"
143,"cedlor001","2021-22","31/10/2021",7,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",5,1,2,0,0,0,0,0,1,0,0.238,"Estadio Universitario","Aguilas del Zulia"
144,"marteo001","2021-22","31/10/2021",7,"Tiburones de la Guaira","LF",2,"Teodoro Martinez ",5,1,1,0,0,0,0,0,0,1,0.304,"Estadio Universitario","Aguilas del Zulia"
145,"vasdan001","2021-22","31/10/2021",7,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",4,1,1,0,0,1,1,0,0,2,0.231,"Estadio Universitario","Aguilas del Zulia"
146,"maydan001","2021-22","31/10/2021",7,"Tiburones de la Guaira","3B",4,"Daniel Mayora ",4,1,3,2,0,0,2,0,1,0,0.333,"Estadio Universitario","Aguilas del Zulia"
147,"hercar004","2021-22","31/10/2021",7,"Tiburones de la Guaira","PR-2B",,"Carlos Herrera ",0,1,0,0,0,0,0,0,0,0,0.071,"Estadio Universitario","Aguilas del Zulia"
148,"avilu001","2021-22","31/10/2021",7,"Tiburones de la Guaira","2B-3B",5,"Luis Aviles Jr",4,1,1,0,0,1,2,0,1,2,0.233,"Estadio Universitario","Aguilas del Zulia"
149,"torjun001","2021-22","31/10/2021",7,"Tiburones de la Guaira","1B",6,"Juan Torres ",4,1,1,0,0,0,0,0,0,1,0.111,"Estadio Universitario","Aguilas del Zulia"
150,"perjai001","2021-22","31/10/2021",7,"Tiburones de la Guaira","DH",7,"Jairo Perez ",1,0,1,0,0,0,0,1,0,0,0.333,"Estadio Universitario","Aguilas del Zulia"
151,"sosjun001","2021-22","31/10/2021",7,"Tiburones de la Guaira","PH-DH",,"Junior Sosa ",2,1,1,0,0,0,1,0,1,0,0.333,"Estadio Universitario","Aguilas del Zulia"
152,"genric001","2021-22","31/10/2021",7,"Tiburones de la Guaira","C",8,"Ricardo Genovés ",4,1,1,0,0,1,3,0,1,3,0.333,"Estadio Universitario","Aguilas del Zulia"
153,"rocbra001","2021-22","31/10/2021",7,"Tiburones de la Guaira","SS",9,"Brayan Rocchio ",4,0,0,0,0,0,0,0,1,1,0.333,"Estadio Universitario","Aguilas del Zulia"
154,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","CF",1,"Cade Gotta ",1,0,1,0,0,0,0,3,0,0,0.214,"Estadio Universitario","Tiburones de la Guaira"
155,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","3B",2,"Alberto Gonzalez ",4,0,1,0,0,0,0,0,0,2,0.375,"Estadio Universitario","Tiburones de la Guaira"
156,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","DH",3,"Leonardo Reginatto ",4,0,1,0,0,0,0,0,1,3,0.344,"Estadio Universitario","Tiburones de la Guaira"
157,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","RF",4,"Alejandro De Aza ",3,0,1,0,0,0,0,0,0,2,0.259,"Estadio Universitario","Tiburones de la Guaira"
158,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","LF",5,"Alberth Martinez ",4,0,0,0,0,0,0,0,2,5,0.25,"Estadio Universitario","Tiburones de la Guaira"
159,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","1B",6,"Nellie Rodríguez ",3,1,1,0,0,1,1,0,2,0,0.3,"Estadio Universitario","Tiburones de la Guaira"
160,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","SS",7,"Gabriel Noriega ",3,0,1,0,0,0,0,0,1,0,0.538,"Estadio Universitario","Tiburones de la Guaira"
161,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","C",8,"Anderson De La Rosa ",3,0,0,0,0,0,0,0,2,0,0.3,"Estadio Universitario","Tiburones de la Guaira"
162,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","2B",9,"Rayder Ascanio ",3,0,0,0,0,0,0,0,1,0,0.4,"Estadio Universitario","Tiburones de la Guaira"
163,"sosjun001","2021-22","02/11/2021",8,"Tiburones de la Guaira","CF",1,"Junior Sosa ",3,0,1,0,0,0,0,0,0,1,0.333,"Estadio Universitario","Navegantes del Magallanes"
164,"marteo001","2021-22","02/11/2021",8,"Tiburones de la Guaira","PH-LF",,"Teodoro Martinez ",0,0,0,0,0,0,1,0,0,0,0.304,"Estadio Universitario","Navegantes del Magallanes"
165,"rocbra001","2021-22","02/11/2021",8,"Tiburones de la Guaira","SS",2,"Brayan Rocchio ",4,3,3,1,0,1,1,0,0,1,0.409,"Estadio Universitario","Navegantes del Magallanes"
166,"vasdan001","2021-22","02/11/2021",8,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",3,0,1,0,0,0,0,1,0,1,0.241,"Estadio Universitario","Navegantes del Magallanes"
167,"maydan001","2021-22","02/11/2021",8,"Tiburones de la Guaira","1B",4,"Daniel Mayora ",4,0,1,1,0,0,1,0,2,2,0.32,"Estadio Universitario","Navegantes del Magallanes"
168,"marraf001","2021-22","02/11/2021",8,"Tiburones de la Guaira","C",5,"Rafael Marchan ",3,1,1,0,0,1,1,0,0,0,0.333,"Estadio Universitario","Navegantes del Magallanes"
169,"avilu001","2021-22","02/11/2021",8,"Tiburones de la Guaira","3B",6,"Luis Aviles Jr",4,0,1,0,0,0,0,0,3,3,0.235,"Estadio Universitario","Navegantes del Magallanes"
170,"duesam001","2021-22","02/11/2021",8,"Tiburones de la Guaira","DH",7,"Samir Dueñez ",4,0,0,0,0,0,0,0,0,4,0.1,"Estadio Universitario","Navegantes del Magallanes"
171,"garmai002","2021-22","02/11/2021",8,"Tiburones de la Guaira","2B",8,"Maikel Garcia ",3,0,1,0,0,0,0,0,0,0,0.333,"Estadio Universitario","Navegantes del Magallanes"
172,"cedlor001","2021-22","02/11/2021",8,"Tiburones de la Guaira","LF-CF",9,"Lorenzo Cedrola ",3,1,1,1,0,0,0,0,0,1,0.25,"Estadio Universitario","Navegantes del Magallanes"
173,,"2021-22","03/11/2021",9,"Cardenales de Lara","2B",1,"Ildemaro Vargas ",5,2,1,0,0,0,0,0,0,1,0.188,"Estadio Universitario","Tiburones de la Guaira"
174,,"2021-22","03/11/2021",9,"Cardenales de Lara","CF",2,"Gorkys Hernández ",4,0,1,0,0,0,0,1,1,2,0.323,"Estadio Universitario","Tiburones de la Guaira"
175,,"2021-22","03/11/2021",9,"Cardenales de Lara","RF",3,"Yordanys Linares ",4,1,1,0,0,0,0,1,1,2,0.323,"Estadio Universitario","Tiburones de la Guaira"
176,,"2021-22","03/11/2021",9,"Cardenales de Lara","DH",4,"Carlos Rivero ",3,1,2,1,0,0,2,1,1,0,0.28,"Estadio Universitario","Tiburones de la Guaira"
177,,"2021-22","03/11/2021",9,"Cardenales de Lara","PR-DH",,"Cesar Izturis Jr. ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
178,,"2021-22","03/11/2021",9,"Cardenales de Lara","SS",5,"Juniel Querecuto ",5,1,1,0,0,0,1,0,0,3,0.176,"Estadio Universitario","Tiburones de la Guaira"
179,,"2021-22","03/11/2021",9,"Cardenales de Lara","3B",6,"Jermaine Palacios ",2,0,1,0,0,0,0,2,1,1,0.481,"Estadio Universitario","Tiburones de la Guaira"
180,,"2021-22","03/11/2021",9,"Cardenales de Lara","1B",7,"Osman Marval ",4,0,0,0,0,0,0,0,1,4,0.304,"Estadio Universitario","Tiburones de la Guaira"
181,,"2021-22","03/11/2021",9,"Cardenales de Lara","C",8,"Ali Sánchez ",4,0,1,0,0,0,0,0,0,3,0.231,"Estadio Universitario","Tiburones de la Guaira"
182,,"2021-22","03/11/2021",9,"Cardenales de Lara","LF",9,"Manuel Melendez ",4,0,0,0,0,0,0,0,2,2,0,"Estadio Universitario","Tiburones de la Guaira"
183,"sosjun001","2021-22","03/11/2021",9,"Tiburones de la Guaira","CF",1,"Junior Sosa ",3,0,1,0,0,0,1,1,1,0,0.333,"Estadio Universitario","Cardenales de Lara"
184,"rocbra001","2021-22","03/11/2021",9,"Tiburones de la Guaira","SS",2,"Brayan Rocchio ",4,0,2,1,0,0,0,0,2,3,0.423,"Estadio Universitario","Cardenales de Lara"
185,"vasdan001","2021-22","03/11/2021",9,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",3,0,0,0,0,0,0,1,2,2,0.219,"Estadio Universitario","Cardenales de Lara"
186,"maydan001","2021-22","03/11/2021",9,"Tiburones de la Guaira","1B",4,"Daniel Mayora ",3,0,1,0,0,0,0,1,1,0,0.321,"Estadio Universitario","Cardenales de Lara"
187,"menhei001","2021-22","03/11/2021",9,"Tiburones de la Guaira","PR-1B",,"Heiker Meneses ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara"
188,"marraf001","2021-22","03/11/2021",9,"Tiburones de la Guaira","C",5,"Rafael Marchan ",4,0,0,0,0,0,0,0,1,5,0.143,"Estadio Universitario","Cardenales de Lara"
189,"guzjes001","2021-22","03/11/2021",9,"Tiburones de la Guaira","DH",6,"Jesus Guzman ",1,0,0,0,0,0,0,0,1,0,0,"Estadio Universitario","Cardenales de Lara"
190,"duesam001","2021-22","03/11/2021",9,"Tiburones de la Guaira","PH-DH",,"Samir Dueñez ",1,0,0,0,0,0,0,1,0,0,0.091,"Estadio Universitario","Cardenales de Lara"
191,"avilu001","2021-22","03/11/2021",9,"Tiburones de la Guaira","3B",7,"Luis Aviles Jr",3,0,0,0,0,0,0,1,2,2,0.216,"Estadio Universitario","Cardenales de Lara"
192,"cedlor001","2021-22","03/11/2021",9,"Tiburones de la Guaira","LF",8,"Lorenzo Cedrola ",4,1,0,0,0,0,0,0,1,2,0.214,"Estadio Universitario","Cardenales de Lara"
193,"garmai002","2021-22","03/11/2021",9,"Tiburones de la Guaira","2B",9,"Maikel Garcia ",3,0,1,0,0,0,0,0,0,0,0.333,"Estadio Universitario","Cardenales de Lara"
194,,"2021-22","04/11/2021",10,"Cardenales de Lara","2B",1,"Ildemaro Vargas ",5,0,1,0,0,0,1,0,0,3,0.19,"Estadio Universitario","Tiburones de la Guaira"
195,,"2021-22","04/11/2021",10,"Cardenales de Lara","CF",2,"Gorkys Hernández ",5,1,3,2,0,0,0,0,1,1,0.361,"Estadio Universitario","Tiburones de la Guaira"
196,,"2021-22","04/11/2021",10,"Cardenales de Lara","RF",3,"Yordanys Linares ",4,0,1,0,0,0,0,0,0,2,0.314,"Estadio Universitario","Tiburones de la Guaira"
197,,"2021-22","04/11/2021",10,"Cardenales de Lara","DH",4,"Carlos Rivero ",3,0,2,0,0,0,0,0,1,0,0.321,"Estadio Universitario","Tiburones de la Guaira"
198,,"2021-22","04/11/2021",10,"Cardenales de Lara","PR-DH",,"Manuel Melendez ",1,1,1,0,0,0,1,0,0,0,0.143,"Estadio Universitario","Tiburones de la Guaira"
199,,"2021-22","04/11/2021",10,"Cardenales de Lara","SS",5,"Juniel Querecuto ",4,1,2,1,0,0,0,0,0,1,0.238,"Estadio Universitario","Tiburones de la Guaira"
200,,"2021-22","04/11/2021",10,"Cardenales de Lara","LF",6,"Pedro Castellanos ",3,0,0,0,0,0,0,1,0,3,0.222,"Estadio Universitario","Tiburones de la Guaira"
201,,"2021-22","04/11/2021",10,"Cardenales de Lara","1B",7,"Osman Marval ",3,0,0,0,0,0,0,1,0,3,0.269,"Estadio Universitario","Tiburones de la Guaira"
202,,"2021-22","04/11/2021",10,"Cardenales de Lara","C",8,"Ali Sánchez ",2,0,1,0,0,0,0,0,0,0,0.25,"Estadio Universitario","Tiburones de la Guaira"
203,,"2021-22","04/11/2021",10,"Cardenales de Lara","PH",,"Alberto Callaspo ",1,0,1,0,0,0,2,0,0,0,0.25,"Estadio Universitario","Tiburones de la Guaira"
204,,"2021-22","04/11/2021",10,"Cardenales de Lara","C",,"Yojhan Quevedo ",1,0,0,0,0,0,0,0,1,0,0.2,"Estadio Universitario","Tiburones de la Guaira"
205,,"2021-22","04/11/2021",10,"Cardenales de Lara","3B",9,"Jermaine Palacios ",4,1,1,1,0,0,0,0,3,3,0.452,"Estadio Universitario","Tiburones de la Guaira"
206,"cedlor001","2021-22","04/11/2021",10,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",4,0,1,1,0,0,0,0,0,1,0.219,"Estadio Universitario","Cardenales de Lara"
207,"sosjun001","2021-22","04/11/2021",10,"Tiburones de la Guaira","PH",,"Junior Sosa ",0,0,0,0,0,0,0,0,0,0,0.333,"Estadio Universitario","Cardenales de Lara"
208,"lujjes001","2021-22","04/11/2021",10,"Tiburones de la Guaira","PR",,"Jesus Lujano ",0,1,0,0,0,0,0,0,0,0,0.8,"Estadio Universitario","Cardenales de Lara"
209,"rocbra001","2021-22","04/11/2021",10,"Tiburones de la Guaira","2B",2,"Brayan Rocchio ",4,1,2,0,0,0,0,1,0,0,0.433,"Estadio Universitario","Cardenales de Lara"
210,"vasdan001","2021-22","04/11/2021",10,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",5,1,3,0,0,0,1,0,1,4,0.27,"Estadio Universitario","Cardenales de Lara"
211,"maydan001","2021-22","04/11/2021",10,"Tiburones de la Guaira","DH",4,"Daniel Mayora ",4,0,0,0,0,0,0,0,2,2,0.281,"Estadio Universitario","Cardenales de Lara"
212,"marraf001","2021-22","04/11/2021",10,"Tiburones de la Guaira","PH",,"Rafael Marchan ",0,0,0,0,0,0,0,1,0,0,0.143,"Estadio Universitario","Cardenales de Lara"
213,"marteo001","2021-22","04/11/2021",10,"Tiburones de la Guaira","LF",5,"Teodoro Martinez ",4,1,2,0,0,0,2,1,0,0,0.333,"Estadio Universitario","Cardenales de Lara"
214,"ferjua001","2021-22","04/11/2021",10,"Tiburones de la Guaira","C",6,"Juan Fernandez ",4,1,4,0,0,1,2,0,0,0,0.556,"Estadio Universitario","Cardenales de Lara"
215,"genric001","2021-22","04/11/2021",10,"Tiburones de la Guaira","1B",7,"Ricardo Genovés ",4,0,0,0,0,0,0,0,1,4,0.231,"Estadio Universitario","Cardenales de Lara"
216,"menhei001","2021-22","04/11/2021",10,"Tiburones de la Guaira","3B",8,"Heiker Meneses ",3,0,0,0,0,0,0,0,2,0,0,"Estadio Universitario","Cardenales de Lara"
217,"avilu001","2021-22","04/11/2021",10,"Tiburones de la Guaira","PH-3B",,"Luis Aviles Jr",1,0,0,0,0,0,0,0,1,0,0.211,"Estadio Universitario","Cardenales de Lara"
218,"garmai002","2021-22","04/11/2021",10,"Tiburones de la Guaira","SS",9,"Maikel Garcia ",3,0,0,0,0,0,0,1,0,0,0.222,"Estadio Universitario","Cardenales de Lara"
219,,"2021-22","05/11/2021",11,"Tigres de Aragua","CF",1,"Carlos Tocci ",3,1,1,0,0,0,1,1,0,1,0.333,"Estadio Universitario","Tiburones de la Guaira"
220,,"2021-22","05/11/2021",11,"Tigres de Aragua","PH",,"Eduardo Sosa ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
221,,"2021-22","05/11/2021",11,"Tigres de Aragua","3B",2,"Edwin Garcia ",6,1,1,0,0,0,0,0,0,5,0.237,"Estadio Universitario","Tiburones de la Guaira"
222,,"2021-22","05/11/2021",11,"Tigres de Aragua","2B",3,"Alexi Amarista ",4,1,1,1,0,0,0,1,0,0,0.222,"Estadio Universitario","Tiburones de la Guaira"
223,,"2021-22","05/11/2021",11,"Tigres de Aragua","RF",4,"Denis Phipps ",4,3,3,0,0,0,1,1,1,0,0.368,"Estadio Universitario","Tiburones de la Guaira"
224,,"2021-22","05/11/2021",11,"Tigres de Aragua","DH",5,"Henry Alejandro Rodriguez ",4,1,2,0,0,0,1,1,0,1,0.2,"Estadio Universitario","Tiburones de la Guaira"
225,,"2021-22","05/11/2021",11,"Tigres de Aragua","1B",6,"Wilson Garcia ",4,2,1,0,0,1,2,0,1,4,0.25,"Estadio Universitario","Tiburones de la Guaira"
226,,"2021-22","05/11/2021",11,"Tigres de Aragua","LF",7,"Carlos Arroyo ",3,2,2,0,0,0,1,0,0,1,0.476,"Estadio Universitario","Tiburones de la Guaira"
227,,"2021-22","05/11/2021",11,"Tigres de Aragua","PH-LF",,"Josmar Cordero ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
