"","years","jugador","edad","w","l","w-l%","era","g","gs","cg","sho","sv","ip","h","r","er","hr","bb","so","ir","whip","h/9","hr/9","bb/9","so/9","so/bb","bk"
"789","2007-08","J. Albaladejo","25","2","2","0.5000","2.42","27","0","0","0","4","26.0","23","10","7","1","8","20","157","1.192","7.96","0.35","2.77","6.92","2.5000","0"
"790","2007-08","R. Salazar","26","4","2","0.6667","2.75","37","0","0","0","0","19.2","10","12","6","1","15","17","139","1.271","4.58","0.46","6.86","7.78","1.1333","0"
"791","2007-08","D. Carrasco","30","1","0","1.0000","2.04","4","4","0","0","0","17.2","19","6","4","0","5","14","187","1.358","9.68","0.00","2.55","7.13","2.8000","0"
"792","2007-08","L. González","24","0","1","0.0000","3.18","13","1","0","0","0","11.1","10","5","4","0","7","12","120","1.500","7.94","0.00","5.56","9.53","1.7143","0"
"793","2007-08","O. Álvarez","27","0","3","0.0000","6.75","22","3","0","0","0","30.2","42","25","23","2","11","12","56","1.728","12.33","0.59","3.23","3.52","1.0909","0"
"794","2007-08","N. Acosta","24","0","1","0.0000","4.70","9","3","0","0","0","23.0","27","12","12","3","3","11","81","1.304","10.57","1.17","1.17","4.30","3.6667","0"
"795","2007-08","L. Pena","24","1","0","1.0000","4.50","13","0","0","0","0","16.0","13","10","8","1","13","11","85","1.625","7.31","0.56","7.31","6.19","0.8462","0"
"796","2007-08","C. Thurman","29","0","2","0.0000","11.74","4","3","0","0","0","7.2","13","10","10","2","5","9","32","2.348","15.26","2.35","5.87","10.57","1.8000","0"
"797","2007-08","R. Belisario","25","0","0","","7.27","10","0","0","0","0","8.2","11","7","7","1","6","8","52","1.962","11.42","1.04","6.23","8.31","1.3333","0"
"798","2007-08","R. Palma","28","1","2","0.3333","5.91","7","2","0","0","0","10.2","19","7","7","0","3","8","64","2.063","16.03","0.00","2.53","6.75","2.6667","0"
"799","2007-08","A. Ortega","22","0","0","","6.43","12","1","0","0","1","14.0","17","12","10","3","14","7","59","2.214","10.93","1.93","9.00","4.50","0.5000","0"
"800","2007-08","R. Medina","21","0","0","","1.15","12","0","0","0","0","15.2","18","2","2","0","6","6","331","1.532","10.34","0.00","3.45","3.45","1.0000","0"
"801","2007-08","G. Mata","24","0","0","","1.50","10","0","0","0","0","12.0","7","5","2","1","5","5","254","1.000","5.25","0.75","3.75","3.75","1.0000","0"
"802","2007-08","J. Miller","25","0","0","","3.86","8","0","0","0","0","9.1","7","4","4","1","5","5","99","1.286","6.75","0.96","4.82","4.82","1.0000","0"
"803","2007-08","L. Urdaneta","28","1","0","1.0000","9.90","11","0","0","0","0","10.0","23","16","11","1","4","4","38","2.700","20.70","0.90","3.60","3.60","1.0000","0"
"804","2007-08","J. Romero","27","0","0","","13.50","5","0","0","0","0","4.2","10","7","7","1","3","4","28","2.786","19.29","1.93","5.79","7.71","1.3333","0"
"805","2007-08","R. Basner","26","0","0","","2.45","1","1","0","0","0","3.2","3","1","1","0","1","3","156","1.091","7.36","0.00","2.45","7.36","3.0000","0"
"806","2007-08","F. Quijada","23","0","0","","0.00","2","0","0","0","0","2.1","1","0","0","0","0","3","","0.429","3.86","0.00","0.00","11.57","","0"
"807","2007-08","B. Puffer","32","0","0","","0.00","2","0","0","0","0","2.0","1","0","0","0","1","2","","1.000","4.50","0.00","4.50","9.00","2.0000","0"
"808","2007-08","M. Suzuki","32","0","2","0.0000","10.38","2","2","0","0","0","4.1","6","6","5","0","1","2","37","1.615","12.46","0.00","2.08","4.15","2.0000","0"
"809","2007-08","K. Barry","29","0","1","0.0000","5.79","2","2","0","0","0","4.2","7","4","3","1","4","2","66","2.357","13.50","1.93","7.71","3.86","0.5000","0"
"810","2007-08","J. Matos","29","0","0","","7.36","3","2","0","0","0","3.2","5","3","3","1","4","1","52","2.455","12.27","2.45","9.82","2.45","0.2500","0"
"811","2008-09","S. Randolph","34","5","5","0.5000","3.84","13","13","0","0","0","61.0","50","30","26","8","37","51","124","1.426","7.38","1.18","5.46","7.52","1.3784","0"
"812","2008-09","H. Eckert","31","4","3","0.5714","5.98","13","12","0","0","0","49.2","59","35","33","6","18","48","80","1.550","10.69","1.09","3.26","8.70","2.6667","0"
"813","2008-09","E. González","26","5","2","0.7143","4.70","13","11","0","0","0","59.1","64","35","31","5","18","41","101","1.382","9.71","0.76","2.73","6.22","2.2778","0"
"814","2008-09","B. Gordon","30","4","2","0.6667","1.79","8","7","0","0","0","45.1","37","9","9","3","10","37","266","1.037","7.35","0.60","1.99","7.35","3.7000","0"
"815","2008-09","V. Bonilla","30","3","2","0.6000","3.07","13","13","0","0","0","67.1","63","27","23","4","26","34","155","1.322","8.42","0.53","3.48","4.54","1.3077","0"
"816","2008-09","G. Casadiego","26","0","0","","4.05","21","0","0","0","2","20.0","21","10","9","2","4","21","118","1.250","9.45","0.90","1.80","9.45","5.2500","0"
"817","2008-09","J. Ovalles","26","1","3","0.2500","8.20","18","0","0","0","0","18.2","30","19","17","5","11","18","58","2.196","14.46","2.41","5.30","8.68","1.6364","0"
"818","2008-09","K. Batista","27","1","1","0.5000","5.96","22","0","0","0","0","22.2","23","16","15","1","13","17","80","1.588","9.13","0.40","5.16","6.75","1.3077","0"
"819","2008-09","R. Belisario","26","2","0","1.0000","3.80","20","0","0","0","6","21.1","19","12","9","0","10","11","126","1.359","8.02","0.00","4.22","4.64","1.1000","0"
"820","2008-09","A. Ortega","23","0","3","0.0000","5.75","6","6","0","0","0","20.1","30","16","13","3","7","11","83","1.820","13.28","1.33","3.10","4.87","1.5714","0"
"821","2008-09","J. Pulido","37","0","0","","4.50","23","0","0","0","0","22.0","28","11","11","2","2","9","106","1.364","11.45","0.82","0.82","3.68","4.5000","0"
"822","2008-09","L. Torres","28","0","0","","11.45","10","0","0","0","0","11.0","10","14","14","1","8","9","42","1.636","8.18","0.82","6.55","7.36","1.1250","0"
"823","2008-09","A. Tovar","30","1","2","0.3333","18.90","13","0","0","0","0","10.0","25","21","21","1","6","9","25","3.100","22.50","0.90","5.40","8.10","1.5000","0"
"824","2008-09","C. Doyne","27","0","0","","2.89","10","0","0","0","4","9.1","11","3","3","0","7","8","165","1.929","10.61","0.00","6.75","7.71","1.1429","0"
"825","2008-09","F. Quijada","24","0","0","","5.40","9","0","0","0","0","8.1","13","5","5","0","3","8","88","1.920","14.04","0.00","3.24","8.64","2.6667","0"
"826","2008-09","R. Salazar","27","1","0","1.0000","7.87","26","0","0","0","0","8.0","16","7","7","0","2","7","61","2.250","18.00","0.00","2.25","7.87","3.5000","0"
"827","2008-09","O. Álvarez","28","1","1","0.5000","6.28","18","0","0","0","0","14.1","14","10","10","0","3","6","76","1.186","8.79","0.00","1.88","3.77","2.0000","0"
"828","2008-09","F. Rodríguez","26","0","0","","3.00","3","0","0","0","1","3.0","3","1","1","1","1","4","159","1.333","9.00","3.00","3.00","12.00","4.0000","0"
"829","2008-09","G. Mata","25","1","1","0.5000","6.00","9","0","0","0","0","12.0","18","13","8","0","6","4","80","2.000","13.50","0.00","4.50","3.00","0.6667","1"
"830","2008-09","R. Giron","32","0","0","","5.68","5","0","0","0","1","6.1","8","5","4","1","1","4","84","1.421","11.37","1.42","1.42","5.68","4.0000","0"
"831","2008-09","E. Ramos","35","0","1","0.0000","0.90","6","0","0","0","0","10.0","10","3","1","0","3","4","530","1.300","9.00","0.00","2.70","3.60","1.3333","0"
"832","2008-09","P. Guerra","18","1","0","1.0000","1.50","5","0","0","0","0","6.0","8","2","1","1","1","3","318","1.500","12.00","1.50","1.50","4.50","3.0000","0"
"833","2008-09","L. Pena","25","0","0","","8.10","11","0","0","0","0","6.2","8","7","6","0","8","3","59","2.400","10.80","0.00","10.80","4.05","0.3750","0"
"834","2008-09","C. Begg","29","0","1","0.0000","9.39","5","0","0","0","0","7.2","15","9","8","0","1","3","51","2.087","17.61","0.00","1.17","3.52","3.0000","0"
"835","2008-09","R. Medina","22","0","1","0.0000","5.40","4","0","0","0","0","5.0","5","4","3","0","4","3","88","1.800","9.00","0.00","7.20","5.40","0.7500","0"
"836","2008-09","J. Ortiz","18","0","1","0.0000","14.54","10","0","0","0","0","4.1","7","8","7","1","1","3","33","1.846","14.54","2.08","2.08","6.23","3.0000","0"
"837","2008-09","J. Guerra","23","0","0","","15.75","4","0","0","0","0","4.0","7","8","7","1","4","2","30","2.750","15.75","2.25","9.00","4.50","0.5000","0"
"838","2008-09","F. Romero","28","0","0","","14.73","3","0","0","0","0","3.2","6","6","6","3","0","2","32","1.636","14.73","7.36","0.00","4.91","","0"
"839","2008-09","G. Infante","21","1","1","0.5000","7.04","5","1","0","0","0","7.2","7","6","6","3","6","2","68","1.696","8.22","3.52","7.04","2.35","0.3333","0"
"840","2008-09","J. Riera","25","0","1","0.0000","15.43","3","0","0","0","0","2.1","3","4","4","2","1","2","31","1.714","11.57","7.71","3.86","7.71","2.0000","0"
"841","2008-09","B. Sánchez","22","0","0","","9.00","2","0","0","0","0","2.0","5","3","2","0","0","1","53","2.500","22.50","0.00","0.00","4.50","","0"
"842","2008-09","J. Quintero","21","0","0","","9.00","2","0","0","0","0","1.0","1","1","1","0","1","1","53","2.000","9.00","0.00","9.00","9.00","1.0000","0"
"843","2008-09","M. Daley","26","0","0","","13.50","2","0","0","0","0","1.1","4","2","2","0","0","0","35","3.000","27.00","0.00","0.00","0.00","","0"
"844","2008-09","N. Acosta","25","0","0","","0.00","1","0","0","0","0","0.1","0","0","0","0","2","0","","6.000","0.00","0.00","54.00","0.00","0.0000","0"
"845","2008-09","H. Álvarez","18","0","0","","0.00","1","0","0","0","0","0.1","1","0","0","0","2","0","","9.000","27.00","0.00","54.00","0.00","0.0000","1"
"846","2008-09","J. García","24","0","0","","27.00","1","0","0","0","0","0.1","3","1","1","0","0","0","18","9.000","81.00","0.00","0.00","0.00","","0"
"847","2008-09","M. McBeth","28","0","1","0.0000","23.63","4","0","0","0","0","2.2","6","7","7","0","3","0","20","3.375","20.25","0.00","10.13","0.00","0.0000","0"
"848","2009-10","E. González","27","3","3","0.5000","5.21","14","14","0","0","0","65.2","86","46","38","9","21","38","93","1.629","11.79","1.23","2.88","5.21","1.8095","0"
"849","2009-10","V. Bonilla","31","3","5","0.3750","5.19","16","10","0","0","0","52.0","62","35","30","7","21","36","93","1.596","10.73","1.21","3.63","6.23","1.7143","0"
"850","2009-10","S. Randolph","35","4","2","0.6667","2.68","9","8","0","0","0","40.1","39","16","12","0","16","35","181","1.364","8.70","0.00","3.57","7.81","2.1875","0"
"851","2009-10","F. Rodríguez","25","1","1","0.5000","3.28","17","0","0","0","0","24.2","25","9","9","2","9","31","148","1.378","9.12","0.73","3.28","11.31","3.4444","1"
"852","2009-10","J. Guerra","24","1","2","0.3333","3.46","17","0","0","0","0","26.0","28","20","10","2","19","25","140","1.808","9.69","0.69","6.58","8.65","1.3158","0"
"853","2009-10","J. Link","25","2","0","1.0000","2.95","15","0","0","0","7","21.1","17","8","7","2","15","23","164","1.500","7.17","0.84","6.33","9.70","1.5333","0"
"854","2009-10","F. Hernández","25","1","1","0.5000","3.41","23","0","0","0","0","29.0","27","11","11","2","12","18","142","1.345","8.38","0.62","3.72","5.59","1.5000","0"
"855","2009-10","E. Serrano","31","4","0","1.0000","3.58","29","0","0","0","2","27.2","25","13","11","2","7","18","135","1.157","8.13","0.65","2.28","5.86","2.5714","0"
"856","2009-10","V. Zambrano","34","0","0","","2.57","3","3","0","0","0","14.0","8","4","4","0","5","13","189","0.929","5.14","0.00","3.21","8.36","2.6000","0"
"857","2009-10","J. Ortiz","19","2","0","1.0000","5.06","30","0","0","0","0","16.0","14","12","9","0","7","13","96","1.313","7.87","0.00","3.94","7.31","1.8571","1"
"858","2009-10","P. Liriano","29","2","1","0.6667","4.50","13","0","0","0","0","14.0","19","7","7","2","12","12","108","2.214","12.21","1.29","7.71","7.71","1.0000","0"
"859","2009-10","C. Mason","25","1","1","0.5000","5.25","6","6","0","0","0","24.0","26","16","14","3","6","12","92","1.333","9.75","1.12","2.25","4.50","2.0000","0"
"860","2009-10","P. Guerra","19","0","1","0.0000","6.61","11","1","0","0","0","16.1","23","15","12","2","7","12","73","1.837","12.67","1.10","3.86","6.61","1.7143","0"
"861","2009-10","R. Medina","23","1","0","1.0000","5.40","18","0","0","0","0","25.0","22","17","15","0","11","12","90","1.320","7.92","0.00","3.96","4.32","1.0909","0"
"862","2009-10","A. Bostick","26","1","3","0.2500","11.25","10","0","0","0","0","8.0","10","10","10","1","7","11","43","2.125","11.25","1.12","7.87","12.37","1.5714","0"
"863","2009-10","R. Belisario","27","1","1","0.5000","2.93","16","0","0","0","3","15.1","17","6","5","1","6","11","166","1.500","9.98","0.59","3.52","6.46","1.8333","0"
"864","2009-10","E. Barrios","21","0","1","0.0000","7.84","6","3","0","0","0","10.1","16","10","9","2","5","10","62","2.032","13.94","1.74","4.35","8.71","2.0000","0"
"865","2009-10","F. Rodríguez","27","1","1","0.5000","9.00","8","0","0","0","3","7.0","11","8","7","2","2","10","54","1.857","14.14","2.57","2.57","12.86","5.0000","0"
"866","2009-10","B. Livingston","27","1","1","0.5000","7.58","6","6","0","0","0","19.0","29","16","16","2","6","9","64","1.842","13.74","0.95","2.84","4.26","1.5000","0"
"867","2009-10","Y. Medina","21","3","0","1.0000","10.32","8","0","0","0","0","11.1","17","13","13","5","4","6","47","1.853","13.50","3.97","3.18","4.76","1.5000","0"
"868","2009-10","J. Yépez","25","0","1","0.0000","3.72","13","0","0","0","0","9.2","8","5","4","1","7","6","130","1.552","7.45","0.93","6.52","5.59","0.8571","0"
"869","2009-10","J. Ovalles","27","0","0","","12.79","7","0","0","0","0","6.1","7","9","9","0","9","6","38","2.526","9.95","0.00","12.79","8.53","0.6667","0"
"870","2009-10","N. Acosta","26","0","1","0.0000","7.45","7","0","0","0","0","9.2","9","8","8","2","7","6","65","1.655","8.38","1.86","6.52","5.59","0.8571","0"
"871","2009-10","J. Quintero","22","0","2","0.0000","11.12","5","0","0","0","0","5.2","11","7","7","0","6","5","44","3.000","17.47","0.00","9.53","7.94","0.8333","0"
"872","2009-10","J. Durbin","27","0","1","0.0000","11.81","5","4","0","0","0","10.2","17","14","14","3","7","4","41","2.250","14.34","2.53","5.91","3.38","0.5714","0"
"873","2009-10","F. Quijada","25","0","0","","6.75","3","0","0","0","0","4.0","7","3","3","0","2","4","72","2.250","15.75","0.00","4.50","9.00","2.0000","0"
"874","2009-10","A. Johnson","26","0","0","","24.30","2","2","0","0","0","3.1","10","13","9","2","5","3","20","4.500","27.00","5.40","13.50","8.10","0.6000","0"
"875","2009-10","R. Giron","33","0","0","","3.86","2","0","0","0","0","2.1","3","1","1","0","2","3","126","2.143","11.57","0.00","7.71","11.57","1.5000","0"
"876","2009-10","K. Batista","28","0","0","","9.00","3","0","0","0","0","3.0","4","5","3","0","2","3","54","2.000","12.00","0.00","6.00","9.00","1.5000","0"
"877","2009-10","J. Martínez","23","0","0","","7.50","4","0","0","0","0","6.0","10","5","5","0","3","3","65","2.167","15.00","0.00","4.50","4.50","1.0000","0"
"878","2009-10","E. Ramos","36","0","1","0.0000","4.50","3","2","0","0","0","6.0","7","4","3","0","2","2","108","1.500","10.50","0.00","3.00","3.00","1.0000","0"
"879","2009-10","G. Casadiego","27","0","0","","0.00","2","0","0","0","0","1.1","0","0","0","0","2","2","","1.500","0.00","0.00","13.50","13.50","1.0000","0"
"880","2009-10","B. Durden","25","0","0","","9.53","2","2","0","0","0","5.2","7","6","6","1","2","2","51","1.588","11.12","1.59","3.18","3.18","1.0000","0"
"881","2009-10","D. Pauley","26","0","0","","8.00","4","2","0","0","0","9.0","17","9","8","2","5","2","61","2.444","17.00","2.00","5.00","2.00","0.4000","0"
"882","2009-10","W. Ramírez","22","0","0","","3.86","4","0","0","0","0","4.2","7","2","2","0","1","2","126","1.714","13.50","0.00","1.93","3.86","2.0000","0"
"883","2009-10","M. Torrealba","20","0","0","","0.00","1","0","0","0","0","0.1","0","0","0","0","1","1","","3.000","0.00","0.00","27.00","27.00","1.0000","0"
"884","2009-10","J. Reina","25","0","1","0.0000","18.00","5","0","0","0","0","2.0","3","4","4","0","3","0","27","3.000","13.50","0.00","13.50","0.00","0.0000","0"
"885","2009-10","R. Salazar","28","0","0","","9.00","4","0","0","0","0","1.0","2","3","1","0","2","0","54","4.000","18.00","0.00","18.00","0.00","0.0000","0"
"886","2009-10","R. Quintero","22","0","0","","5.40","1","0","0","0","0","1.2","3","2","1","0","1","0","90","2.400","16.20","0.00","5.40","0.00","0.0000","1"
"887","2010-11","R. Vogelsong","33","6","2","0.7500","2.25","11","11","1","1","0","60.0","39","16","15","5","30","53","175","1.150","5.85","0.75","4.50","7.95","1.7667","0"
"888","2010-11","G. Holland","25","1","2","0.3333","2.37","15","0","0","0","5","19.0","13","7","5","0","9","35","166","1.158","6.16","0.00","4.26","16.58","3.8889","0"
"889","2010-11","E. González","28","5","3","0.6250","3.63","28","2","0","0","0","39.2","37","19","16","0","18","34","108","1.387","8.39","0.00","4.08","7.71","1.8889","0"
"890","2010-11","H. Álvarez","20","0","1","0.0000","1.91","10","10","0","0","0","42.1","39","11","9","1","16","27","206","1.299","8.29","0.21","3.40","5.74","1.6875","0"
"891","2010-11","G. Hernández","24","0","3","0.0000","4.31","9","9","0","0","0","39.2","30","22","19","6","22","22","91","1.311","6.81","1.36","4.99","4.99","1.0000","0"
"892","2010-11","J. Julio","31","3","3","0.5000","1.88","27","0","0","0","6","28.2","26","6","6","2","12","22","209","1.326","8.16","0.63","3.77","6.91","1.8333","0"
"893","2010-11","F. Rodríguez","26","4","2","0.6667","2.19","21","0","0","0","1","24.2","12","6","6","0","17","21","179","1.176","4.38","0.00","6.20","7.66","1.2353","0"
"894","2010-11","F. Hernández","26","1","1","0.5000","2.77","12","3","0","0","0","26.0","27","8","8","1","12","19","142","1.500","9.35","0.35","4.15","6.58","1.5833","0"
"895","2010-11","M. Zaleski","29","1","1","0.5000","5.40","10","8","0","0","0","33.1","49","21","20","3","11","15","73","1.800","13.23","0.81","2.97","4.05","1.3636","0"
