player_id,years,jugador,edad,w,l,w-l%,era,g,gs,cg,sho,sv,ip,h,r,er,hr,bb,so,ir,whip,h/9,hr/9,bb/9,so/9,so/bb,bk,refuerzo ,ronda,resultado
baredi001,2011-12,E. Barrios,23,0,1,0,3.52,3,0,0,0,0,7.2,5,3,3,1,4,4,108,1174,5.87,1.17,4.7,4.7,1000,0,NO,regular,
baredi001,2010-11,E. Barrios,22,1,0,1000,5.4,2,1,0,0,0,5,4,3,3,1,4,2,73,1600,7.2,1.8,7.2,3.6,500,0,NO,regular,
baredi001,2009-10,E. Barrios,21,0,1,0,7.84,6,3,0,0,0,10.1,16,10,9,2,5,10,62,2032,13.94,1.74,4.35,8.71,2000,0,NO,regular,
baredi001,2014-15,E. Barrios,26,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0,NO,round robin,
baredi001,2011-12,E. Barrios,23,0,0,,10.13,1,0,0,0,0,2.2,4,3,3,1,0,5,,1.5,13.5,3.38,0,16.88,,0,NO,round robin,
baredi001,2009-10,E. Barrios,21,0,0,,8.1,3,0,0,0,0,3.1,5,3,3,1,2,3,,2.1,13.5,2.7,5.4,8.1,1.5,0,NO,round robin,
bassear001,1976-77,E. Bass,24,1,4,200,4.41,24,4,0,,2,67.1,66,,33,,29,51,93,1411,8.82,,3.88,6.82,1760,,NO,regular,
bassear001,1976-77,E. Bass,24,1,0,1,4.15,2,0,0,,0,4.1,4,,2,,2,2,,1385,8.31,,4.15,4.15,1,,NO,round robin,
bocedi001,2016-17,E. Bock,22,0,0,,18,1,0,0,0,0,1,2,2,2,0,1,0,23,3,18,0,9,0,0,0,NO,regular,
briend001,2016-17,E. Briceno,24,0,1,0,12.46,3,2,0,0,0,4.1,14,9,6,0,1,1,34,3462,29.08,0,2.08,2.08,1,0,NO,regular,
briend001,2013-14,E. Briceno,21,0,1,0,6.23,3,0,0,0,0,4.1,6,4,3,1,1,2,75,1615,12.46,2.08,2.08,4.15,2000,0,NO,regular,
burenr001,1994-95,E. Burgos,29,2,3,400,3.34,27,0,0,,8,29.2,24,,11,,17,41,101,1382,7.28,,5.16,12.44,2410,,NO,regular,
delemm001,2016-17,E. De León,26,0,0,,45,2,0,0,0,0,1,4,5,5,0,1,0,9,5,36,0,9,0,0,0,NO,regular,
escedg001,2019-20,E. Escalona,33,0,0,,3.65,5,1,0,0,1,12.1,11,5,5,1,8,5,126,1541,8.03,0.73,5.84,3.65,0.63,,NO,regular,
escedg001,2018-19,E. Escalona,32,0,0,,4.91,7,0,0,0,0,7.1,9,4,4,0,4,6,78,1773,11.05,0,4.91,7.36,1.5,0,NO,regular,
escedg001,2017-18,E. Escalona,31,0,6,0,5.1,12,8,0,0,0,42.1,50,31,24,2,13,20,85,1488,10.63,0.43,2.76,4.25,1.54,0,NO,regular,
escedg001,2016-17,E. Escalona,30,1,1,500,4.24,4,4,0,0,0,17,23,8,8,2,3,11,99,1529,12.18,1.06,1.59,5.82,3.67,0,NO,regular,
escedg001,2015-16,E. Escalona,29,2,2,500,4.78,8,4,0,0,0,26.1,32,17,14,2,8,10,81,1519,10.94,0.68,2.73,3.42,1250,0,NO,regular,
escedg001,2014-15,E. Escalona,28,3,3,500,3.82,14,13,0,0,0,63.2,72,30,27,4,14,30,111,1333,10,0.57,2,4.14,2070,1,NO,regular,
escedg001,2013-14,E. Escalona,27,2,3,400,3.34,10,10,0,0,0,56.2,57,22,21,3,19,34,140,1341,9.05,0.48,3.02,5.4,1790,0,NO,regular,
escedg001,2012-13,E. Escalona,26,1,1,500,5.62,27,0,0,0,1,24,27,16,15,3,11,25,77,1500,9.75,0.75,3.75,9.37,2500,0,NO,regular,
escedg001,2016-17,E. Escalona,30,0,0,,5,3,3,0,0,0,9,14,5,5,1,7,1,,2333,14,1,7,1,0.1429,0,NO,round robin,
escedg001,2015-16,E. Escalona,29,0,0,,5.06,2,1,0,0,0,5.1,6,3,3,1,0,2,,1125,10.13,1.69,0,3.38,,0,NO,round robin,
escedg001,2014-15,E. Escalona,28,0,3,0,8,4,4,0,0,0,18,28,16,16,1,4,10,,1778,14,0.5,2,5,2.5,0,NO,round robin,
escedg001,2013-14,E. Escalona,27,2,0,1,3.27,2,2,0,0,0,11,10,4,4,2,1,10,,1,8.18,1.64,0.82,8.18,10,0,NO,round robin,
figedu001,2013-14,E. Figueroa,25,1,1,500,12,5,1,0,0,0,6,11,8,8,0,4,1,39,2500,16.5,0,6,1.5,250,0,NO,regular,
figedu001,2012-13,E. Figueroa,24,1,1,500,6.99,14,5,0,0,0,28.1,28,23,22,3,18,16,62,1659,9.21,0.95,5.72,5.08,890,0,NO,regular,
figedu001,2013-14,E. Figueroa,25,0,0,,0,2,0,0,0,0,4,2,1,0,0,2,1,,1,4.5,0,4.5,2.25,0.5,0,NO,round robin,
glyedw001,1984-85,E. Glynn,31,1,0,1000,0,3,0,0,,0,5.1,3,,0,,1,7,,750,5.06,,1.69,11.81,7000,,NO,regular,
glyedw001,1984-85,E. Glynn,31,1,1,0.5,2.08,3,0,0,,0,4.1,4,,1,,1,4,,1154,8.31,,2.08,8.31,4,,NO,round robin,
gonenr001,2011-12,E. González,29,0,0,,0,2,0,0,0,0,2,0,0,0,0,1,1,,0.5,0,0,4.5,4.5,1,0,NO,finales,Subcampeon
gonenr001,2016-17,E. González,34,0,0,,81,1,0,0,0,0,0.2,3,6,6,1,2,0,5,7.5,40.5,13.5,27,0,0,0,NO,regular,
gonenr001,2015-16,E. González,33,0,1,0,6.52,10,0,0,0,0,9.2,10,8,7,1,5,4,60,1552,9.31,0.93,4.66,3.72,800,0,NO,regular,
gonenr001,2014-15,E. González,32,3,1,750,2.22,24,0,0,0,0,24.1,21,6,6,2,12,13,186,1356,7.77,0.74,4.44,4.81,1080,0,NO,regular,
gonenr001,2013-14,E. González,31,1,2,333,5.3,20,0,0,0,2,18.2,22,11,11,8,6,12,88,1500,10.61,3.86,2.89,5.79,2000,0,NO,regular,
gonenr001,2012-13,E. González,30,3,3,500,4.55,27,0,0,0,11,27.2,22,15,14,4,4,34,95,940,7.16,1.3,1.3,11.06,8500,0,NO,regular,
gonenr001,2011-12,E. González,29,3,1,750,2.33,25,0,0,0,12,27,17,7,7,3,9,34,163,963,5.67,1,3,11.33,3780,0,NO,regular,
gonenr001,2010-11,E. González,28,5,3,630,3.24,30,2,0,0,0,41.2,40,22,15,0,19,34,121,1416,8.64,0,4.1,7.34,1790,0,NO,regular,
gonenr001,2009-10,E. González,27,3,3,500,5.35,14,14,0,0,0,65.2,86,46,39,9,20,38,91,1629,11.79,1.23,2.88,5.21,1810,0,NO,regular,
gonenr001,2008-09,E. González,26,5,2,714,4.55,13,11,0,0,0,59.1,64,35,30,5,18,41,101,1382,9.71,0.76,2.73,6.22,2280,0,NO,regular,
gonenr001,2007-08,E. González,25,2,2,500,4.13,9,8,0,0,0,32.2,32,20,15,5,7,25,106,1194,8.82,1.38,1.93,6.89,3570,0,NO,regular,
gonenr001,2006-07,E. González,24,0,1,0,3.68,7,5,0,0,0,22,23,10,9,2,7,8,105,1364,9.41,0.82,2.86,3.27,1140,0,NO,regular,
gonenr001,2005-06,E. González,23,6,2,750,3.1,12,12,0,0,0,61,63,26,21,1,24,32,136,1426,9.3,0.15,3.54,4.72,1330,1,NO,regular,
gonenr001,2004-05,E. González,22,3,3,500,6.75,22,2,0,,0,34.2,45,,26,,10,19,68,1587,11.68,,2.6,4.93,1900,,NO,regular,
gonenr001,2003-04,E. González,21,0,1,0,4.71,12,0,0,,0,21,17,,11,,9,18,92,1238,7.29,,3.86,7.71,2000,,NO,regular,
gonenr001,2002-03,E. González,20,1,1,500,2.35,7,0,0,,0,7.2,7,,2,,5,5,149,1565,8.22,,5.87,5.87,1000,,NO,regular,
gonenr001,2001-02,E. González,19,0,0,,9.31,9,0,0,,0,9.2,17,,10,,4,10,45,2172,15.83,,3.72,9.31,2500,,NO,regular,
gonenr001,2000-01,E. González,18,0,0,,0,2,0,0,,0,4.1,3,,0,,1,6,,923,6.23,,2.08,12.46,6000,,NO,regular,
gonenr001,2015-16,E. González,32,1,1,0.5,3.94,4,3,0,0,0,16,15,8,7,0,5,7,,1.25,8.44,0,2.81,3.94,1.4,0,NO,round robin,
gonenr001,2014-15,E. González,32,0,1,0,6,3,0,0,0,0,3,4,5,2,0,2,1,,2,12,0,6,3,0.5,0,NO,round robin,
gonenr001,2013-14,E. González,31,0,1,0,15.75,5,0,0,0,1,4,9,7,7,2,3,2,,3,20.25,4.5,6.75,4.5,0.6667,0,NO,round robin,
gonenr001,2011-12,E. González,29,0,0,,1.59,9,0,0,0,0,11.1,7,2,2,0,3,8,,882,5.56,0,2.38,6.35,2.6667,0,NO,round robin,
gonenr001,2009-10,E. González,27,2,1,0.6667,4.08,4,4,0,0,0,17.2,20,9,8,1,9,11,,1642,10.19,0.51,4.58,5.6,1.2222,0,NO,round robin,
gonenr001,2008-09,E. González,26,2,1,0.6667,3.38,4,4,0,0,0,24,16,10,9,2,3,11,,792,6,0.75,1.12,4.12,3.6667,0,NO,round robin,
gonenr001,2007-08,E. González,25,0,2,0,7.62,3,3,0,0,0,13,19,12,11,2,4,7,,1769,13.15,1.38,2.77,4.85,1.75,0,NO,round robin,
gonenr001,2003-04,E. González,21,0,0,,1.69,5,0,0,,0,5.1,4,,1,,1,6,,938,6.75,,1.69,10.13,6,,NO,round robin,
gonenr001,2000-01,E. González,18,0,0,,4.5,2,0,0,,0,2,2,,1,,1,1,,1.5,9,,4.5,4.5,1,,NO,round robin,
gueemi001,2016-17,E. Guerrero,31,1,3,250,4.35,6,4,0,0,0,20.2,30,11,10,1,7,8,96,1.79,13.06,0.44,3.05,3.48,1.14,0,NO,regular,
gutenr001,1970-71,E. Gutierrez,25,0,0,,9,1,0,0,,0,1,1,,1,,2,0,36,3000,9,,18,0,0,,NO,regular,
gutenr001,1969-70,E. Gutierrez,24,0,0,,2.08,3,0,0,,0,4.1,2,,1,,3,1,131,1154,4.15,,6.23,2.08,330,,NO,regular,
gutenr001,1968-69,E. Gutierrez,23,0,0,,2.7,5,0,0,,0,6.2,5,,2,,7,3,119,1800,6.75,,9.45,4.05,430,,NO,regular,
,2016-17,E. Haro,31,0,0,,3.86,3,0,0,0,0,2.1,3,1,1,0,2,1,,2143,11.57,0,7.71,3.86,0.5,0,NO,round robin,
idreud001,2020-21,E. Idrogo,25,0,3,0,5.12,9,5,0,0,0,19.1,28,12,11,2,5,11,97,1707,13.03,0.93,2.33,5.12,2.2,0,NO,regular,
idreud001,2019-20,E. Idrogo,24,2,1,670,6.69,10,8,0,0,0,37.2,52,30,28,5,14,35,69,1752,12.42,1.19,3.35,8.36,2.5,,NO,regular,
idreud001,2018-19,E. Idrogo,23,0,0,,1.82,16,4,0,0,0,24.2,14,5,5,0,13,17,210,1095,5.11,0,4.74,6.2,1.31,0,NO,regular,
idreud001,2015-16,E. Idrogo,20,0,0,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,0,NO,regular,
idreud001,2014-15,E. Idrogo,19,0,0,,0,8,0,0,0,0,3.1,5,1,0,0,2,1,,2100,13.5,0,5.4,2.7,500,0,NO,regular,
idreud001,2019-20,E. Idrogo,24,0,0,,13.5,1,0,0,0,0,2,4,3,3,0,2,0,,3,18,0,9,0,0,0,NO,round robin,
jimedu001,2020-21,E. Jiménez,25,0,0,,4.32,8,0,0,0,0,8.1,9,4,4,1,4,5,115,1560,9.72,1.08,4.32,5.4,1.25,0,NO,regular,
,2009-10,E. Lizarraga,28,0,0,,13.5,1,0,0,0,0,1.1,4,2,2,0,0,0,,3,27,0,0,0,,0,NO,round robin,
mareth001,2014-15,E. Martín,25,0,1,0,4.5,3,3,0,0,0,6,6,3,3,0,4,5,92,1667,9,0,6,7.5,1250,0,NO,regular,
pereri001,2000-01,E. Pérez,28,0,0,,3.86,12,0,0,,0,9.1,8,,4,,5,6,107,1393,7.71,,4.82,5.79,1200,,NO,regular,
pereri001,2000-01,E. Pérez,28,0,1,0,2.7,6,0,0,,0,6.2,6,,2,,2,3,,1.2,8.1,,2.7,4.05,1.5,,NO,round robin,
,2015-16,E. Quirarte,29,0,0,,27,3,0,0,0,0,0.2,3,2,2,0,1,0,,6,40.5,0,13.5,0,0,0,SI,round robin,
ramedu001,2019-20,E. Ramos,27,1,1,500,4.5,6,0,0,0,0,6,6,4,3,1,0,9,102,1,9,1.5,0,13.5,,,NO,regular,
ramedu001,2015-16,E. Ramos,23,0,1,0,0,3,0,0,0,0,2.2,3,4,0,0,1,2,,1.5,10.13,0,3.38,6.75,2000,0,NO,regular,
ramedu001,2009-10,E. Ramos,36,0,1,0,4.5,3,2,0,0,0,6,7,4,3,0,2,2,108,1500,10.5,0,3,3,1000,0,NO,regular,
ramedu001,2008-09,E. Ramos,35,0,1,0,0.9,6,0,0,0,0,10,10,3,1,0,3,4,530,1300,9,0,2.7,3.6,1330,0,NO,regular,
ramedu001,2015-16,E. Ramos,23,0,0,,0,4,0,0,0,0,5.2,2,0,0,0,3,5,,882,3.18,0,4.76,7.94,1.6667,0,NO,round robin,
ramedu001,2009-10,E. Ramos,36,0,0,,9.28,7,0,0,0,0,10.2,12,11,11,1,4,5,,1.5,10.13,0.84,3.38,4.22,1.25,0,NO,round robin,
ramedu001,2008-09,E. Ramos,35,1,1,0.5,3.95,8,0,0,0,0,13.2,11,7,6,2,6,4,,1244,7.24,1.32,3.95,2.63,0.6667,0,NO,round robin,
ramedu001,2019-20,E. Ramos,27,0,0,,0,4,0,0,0,0,4,3,0,0,0,0,2,,0.75,6.75,0,0,4.5,,0,NO,round robin,
scheri001,1994-95,E. Schullstrom,25,1,2,333,2.65,27,0,0,,4,34,40,,10,,15,23,127,1618,10.59,,3.97,6.09,1530,,NO,regular,
sereli001,2010-11,E. Serrano,32,0,0,,9,7,0,0,0,0,7,13,11,7,1,6,6,44,2714,16.71,1.29,7.71,7.71,1000,0,NO,regular,
sereli001,2009-10,E. Serrano,31,4,0,1000,3.58,29,0,0,0,2,27.2,25,13,11,2,7,18,135,1157,8.13,0.65,2.28,5.86,2570,0,NO,regular,
sereli001,2009-10,E. Serrano,31,0,1,0,3.24,10,0,0,0,0,8.1,6,5,3,1,7,8,,1.56,6.48,1.08,7.56,8.64,1.1429,0,NO,round robin,
stueve001,2002-03,E. Stull,31,0,0,,7.11,2,1,0,,0,6.1,4,,5,,7,4,49,1737,5.68,,9.95,5.68,570,,NO,regular,
stueve001,2001-02,E. Stull,30,6,4,600,3.07,15,11,0,,0,76.1,60,,26,,22,61,135,1074,7.07,,2.59,7.19,2770,,NO,regular,
thoedw001,1963-64,E. Thomas,0,4,3,571,2.13,9,7,5,,1,63.1,53,,15,,25,32,148,1232,7.53,,3.55,4.55,1280,,NO,regular,
vazesm001,2013-14,E. Vázquez,30,0,0,,3.86,1,1,0,0,0,4.2,5,2,2,1,2,3,121,1500,9.64,1.93,3.86,5.79,1500,0,NO,regular,
vazesm001,2013-14,E. Vázquez,30,0,2,0,6.17,4,3,0,0,0,11.2,14,11,8,0,8,10,,1886,10.8,0,6.17,7.71,1.25,0,NO,round robin,
viladi001,2005-06,E. Villacis,26,1,0,1000,2.66,27,0,0,0,0,23.2,20,7,7,1,10,14,158,1268,7.61,0.38,3.8,5.32,1400,0,NO,regular,
viladi001,2015-16,E. Villasmil,23,1,0,1000,0,2,0,0,0,0,0.1,2,0,0,0,0,0,,6,54,0,0,0,,0,NO,regular,
viladi001,2014-15,E. Villasmil,22,0,0,,5.4,2,1,0,0,0,3.1,4,3,2,0,1,2,76,1500,10.8,0,2.7,5.4,2000,0,NO,regular,
wasehn001,2006-07,E. Wassermann,26,1,3,250,10.13,15,0,0,0,0,13.1,22,16,15,2,6,8,39,2122,15.15,1.32,3.95,5.27,1330,0,NO,regular,
watedd001,1967-68,E. Watt,26,12,1,923,1.62,27,11,6,,7,122.1,98,,22,,23,86,193,989,7.21,,1.69,6.33,3740,,NO,regular,
arefel001,2003-04,F. Arellan,22,0,1,0,27,2,0,0,,0,1.1,3,,4,,3,1,16,4500,20.25,,20.25,6.75,330,,NO,regular,
arefel001,2002-03,F. Arellan,21,1,1,500,4.76,6,0,0,,0,5.2,6,,3,,4,0,74,1765,9.53,,6.35,0,0,,NO,regular,
arefel001,2000-01,F. Arellan,19,0,0,,0,3,0,0,,0,2.2,0,,0,,4,3,,1500,0,,13.5,10.13,750,,NO,regular,
arefel001,1999-00,F. Arellan,18,0,0,,6.35,6,0,0,,0,5.2,7,,4,,3,3,52,1765,11.12,,4.76,4.76,1000,,NO,regular,
arefel001,1998-99,F. Arellan,17,0,0,,6,3,0,0,,0,3,2,,2,,3,2,62,1667,6,,9,6,670,,NO,regular,
butfra001,2019-20,F. Buttó,37,1,1,500,2.84,23,0,0,0,0,19,15,8,6,1,7,8,162,1158,7.11,0.47,3.32,3.79,1.14,,NO,regular,
butfra001,2018-19,F. Buttó,36,1,0,1,6.61,20,0,0,0,0,16.1,25,13,12,1,2,5,58,1653,13.78,0.55,1.1,2.76,2.5,1,NO,regular,
butfra001,2019-20,F. Buttó,37,0,1,0,8.1,3,0,0,0,0,3.1,3,3,3,1,3,1,,1.8,8.1,2.7,8.1,2.7,0.3333,0,NO,round robin,
camfra001,1997-98,F. Campos,29,0,1,0,13.5,2,1,0,,0,3.1,7,,5,,1,0,27,2400,18.9,,2.7,0,0,,NO,regular,
camfra001,1996-97,F. Campos,28,1,5,167,4.08,11,8,0,,0,46.1,64,,21,,22,7,83,1856,12.43,,4.27,1.36,320,,NO,regular,
camfra001,1995-96,F. Campos,27,1,0,1000,1.5,4,1,0,,0,12,7,,2,,1,5,195,667,5.25,,0.75,3.75,5000,,NO,regular,
camfra001,1994-95,F. Campos,26,0,4,0,7.25,8,7,0,,0,22.1,15,,18,,43,11,46,2597,6.04,,17.33,4.43,260,,NO,regular,
camfra001,1993-94,F. Campos,25,0,7,0,4.63,16,13,0,,2,35,38,,18,,17,15,75,1571,9.77,,4.37,3.86,880,,NO,regular,
camfra001,1992-93,F. Campos,24,6,2,750,3.1,16,11,0,,1,72.2,60,,25,,30,43,108,1239,7.43,,3.72,5.33,1430,,NO,regular,
camfra001,1991-92,F. Campos,23,5,3,625,2.26,12,12,0,,0,71.2,61,,18,,36,30,139,1353,7.66,,4.52,3.77,830,,NO,regular,
camfra001,1990-91,F. Campos,22,1,6,143,5.98,14,10,0,,0,43.2,49,,29,,31,22,58,1832,10.1,,6.39,4.53,710,,NO,regular,
camfra001,1989-90,F. Campos,21,0,3,0,3.74,10,6,0,,0,33.2,29,,14,,32,17,96,1812,7.75,,8.55,4.54,530,,NO,regular,
camfra001,1988-89,F. Campos,20,1,3,250,5.31,14,7,0,,0,40.2,57,,24,,32,22,60,2189,12.61,,7.08,4.87,690,,NO,regular,
camfra001,1991-92,F. Campos,23,0,2,0,3.57,5,3,0,,2,17.2,18,,7,,6,9,,1358,9.17,,3.06,4.58,1.5,,NO,round robin,
camfra001,1989-90,F. Campos,21,0,0,,0,2,0,0,,0,2,2,,0,,2,0,,2,9,,9,0,0,,NO,round robin,
camfra001,1988-89,F. Campos,20,1,0,1,2.3,4,0,0,,0,15.2,7,,4,,8,14,,957,4.02,,4.6,8.04,1.75,,NO,round robin,
deleul001,2015-16,F. De La Cruz,31,0,0,,9,1,0,0,0,0,1,1,1,1,0,2,0,43,3,9,0,18,0,0,0,NO,regular,
,2019-20,F. Doubront,32,0,0,,1.5,1,1,0,0,0,6,5,4,1,1,4,5,,1.5,7.5,1.5,6,7.5,1.25,0,SI,round robin,
,2008-09,F. Felix,25,0,0,,10.13,6,0,0,0,0,5.1,9,6,6,2,3,2,,2.25,15.19,3.38,5.06,3.38,0.6667,0,NO,round robin,
gutfer001,2004-05,F. Gutierrez,24,0,1,0,6.28,10,0,0,,0,14.1,17,,10,,6,13,73,1605,10.67,,3.77,8.16,2170,,NO,regular,
herfer001,2014-15,F. Hernández,30,0,1,0,6.35,4,3,0,0,0,11.1,12,8,8,1,3,1,65,1324,9.53,0.79,2.38,0.79,330,0,NO,regular,
herfer001,2010-11,F. Hernández,26,1,1,500,2.45,11,3,0,0,0,25.2,26,7,7,1,12,19,160,1481,9.12,0.35,4.21,6.66,1580,0,NO,regular,
herfer001,2009-10,F. Hernández,25,1,1,500,3.41,23,0,0,0,0,29,27,11,11,2,12,18,142,1345,8.38,0.62,3.72,5.59,1500,0,NO,regular,
herfer001,2014-15,F. Hernández,30,0,0,,5.14,3,2,0,0,0,7,7,5,4,0,2,6,,1286,9,0,2.57,7.71,3,0,NO,round robin,
herfer001,2011-12,F. Hernández,27,1,0,1,5.68,5,0,0,0,0,6.1,8,4,4,1,3,7,,1737,11.37,1.42,4.26,9.95,2.3333,0,NO,round robin,
lirfel001,2006-07,F. Lira,34,0,0,,7.5,7,1,0,0,0,12,17,11,10,2,8,8,56,2077,13.15,1.38,5.54,6.23,1130,0,NO,regular,
lirfel001,2005-06,F. Lira,33,3,2,600,4.36,12,8,0,0,0,53.2,55,27,26,6,24,20,97,1472,9.22,1.01,4.02,3.35,830,0,NO,regular,
lirfel001,2004-05,F. Lira,32,3,6,333,3.72,11,10,0,,0,55.2,64,,23,,7,24,123,1275,10.35,,1.13,3.88,3430,,NO,regular,
lirfel001,2003-04,F. Lira,31,4,6,400,4.2,13,13,0,,0,79.1,90,,37,,16,51,103,1336,10.21,,1.82,5.79,3190,,NO,regular,
lirfel001,2002-03,F. Lira,30,3,3,500,3.24,7,6,2,,0,41.2,44,,15,,5,23,108,1176,9.5,,1.08,4.97,4600,,NO,regular,
lirfel001,2001-02,F. Lira,29,3,7,300,2.91,15,14,4,,1,89.2,85,,29,,14,60,143,1104,8.53,,1.41,6.02,4290,,NO,regular,
lirfel001,2000-01,F. Lira,28,4,5,444,5.12,11,10,1,,0,65,83,,37,,8,40,81,1400,11.49,,1.11,5.54,5000,,NO,regular,
lirfel001,1999-00,F. Lira,27,5,4,556,2.31,14,14,3,,0,97.1,97,,25,,23,45,143,1233,8.97,,2.13,4.16,1960,,NO,regular,
lirfel001,1998-99,F. Lira,26,7,4,636,3.07,13,13,5,,0,88,93,,30,,22,34,120,1307,9.51,,2.25,3.48,1550,,NO,regular,
lirfel001,1997-98,F. Lira,25,4,6,400,3.24,16,8,5,,2,72.1,70,,26,,16,30,110,1189,8.71,,1.99,3.73,1880,,NO,regular,
lirfel001,1996-97,F. Lira,24,1,1,500,4.8,3,3,0,,0,15,18,,8,,5,4,71,1533,10.8,,3,2.4,800,,NO,regular,
lirfel001,1995-96,F. Lira,23,0,4,0,6.67,7,6,0,,0,29.2,48,,22,,10,17,44,1955,14.56,,3.03,5.16,1700,,NO,regular,
lirfel001,1994-95,F. Lira,22,4,4,500,2.69,13,12,1,,0,83.2,70,,25,,22,36,125,1100,7.53,,2.37,3.87,1640,,NO,regular,
lirfel001,1993-94,F. Lira,21,1,2,333,3.92,9,6,0,,0,43.2,53,,19,,18,15,89,1626,10.92,,3.71,3.09,830,,NO,regular,
lirfel001,1992-93,F. Lira,20,4,5,444,3.16,15,11,1,,0,68.1,73,,24,,17,37,106,1317,9.61,,2.24,4.87,2180,,NO,regular,
lirfel001,1991-92,F. Lira,19,3,3,500,4.15,14,9,1,,0,56.1,62,,26,,12,32,76,1314,9.91,,1.92,5.11,2670,,NO,regular,
lirfel001,1990-91,F. Lira,18,1,3,250,3.86,16,5,0,,0,37.1,37,,16,,13,33,90,1339,8.92,,3.13,7.96,2540,,NO,regular,
lirfel001,1989-90,F. Lira,17,1,1,500,3.57,10,1,0,,0,17.2,21,,7,,6,7,101,1528,10.7,,3.06,3.57,1170,,NO,regular,
lirfel001,2003-04,F. Lira,31,0,3,0,10.57,4,4,0,,0,15.1,29,,18,,4,10,,2152,17.02,,2.35,5.87,2.5,,NO,round robin,
lirfel001,2000-01,F. Lira,28,1,3,0.25,2.57,4,4,1,,0,28,24,,8,,3,7,,964,7.71,,0.96,2.25,2.3333,,NO,round robin,
lirfel001,1991-92,F. Lira,19,0,1,0,4,2,1,0,,0,9,13,,4,,1,2,,1556,13,,1,2,2,,NO,round robin,
lucfel001,1997-98,F. Lucena,0,0,0,,0,1,0,0,,0,1.1,0,,0,,1,2,,750,0,,6.75,13.5,2000,,NO,regular,
lucfel001,1996-97,F. Lucena,0,0,0,,0,1,0,0,,0,1,0,,0,,2,1,,2000,0,,18,9,500,,NO,regular,
matfra001,2012-13,F. Mata,28,0,2,0,8.25,12,0,0,0,0,11.1,17,12,11,2,10,12,52,2118,11.91,1.59,7.15,8.74,1220,0,NO,regular,
medfre001,2004-05,F. Medina,25,0,0,,40.5,1,1,0,,0,1.1,4,,6,,4,1,11,6000,27,,27,6.75,250,,NO,regular,
munfra001,1990-91,F. Muñoz,24,2,0,1000,2.61,9,0,0,,0,10.1,7,,3,,7,11,134,1355,6.1,,6.1,9.58,1570,,NO,regular,
munfra001,1989-90,F. Muñoz,23,0,0,,36,2,0,0,,0,1,4,,4,,1,0,10,5000,36,,9,0,0,,NO,regular,
pinfran001,1989-90,F. Pinto,0,0,0,,16.2,3,0,0,,0,3.1,12,,6,,3,0,22,4500,32.4,,8.1,0,0,,NO,regular,
pinfran001,1987-88,F. Pinto,0,0,0,,0,2,0,0,,0,3,2,,0,,3,3,,1667,6,,9,9,1000,,NO,regular,
pinfran001,1986-87,F. Pinto,0,0,1,0,6.91,7,1,0,,0,14.1,14,,11,,11,3,50,1744,8.79,,6.91,1.88,270,,NO,regular,
quifer001,2009-10,F. Quijada,25,0,0,,6.75,3,0,0,0,0,4,7,3,3,0,2,4,72,2250,15.75,0,4.5,9,2000,0,NO,regular,
quifer001,2008-09,F. Quijada,24,0,0,,5.4,9,0,0,0,0,8.1,13,5,5,0,3,8,88,1920,14.04,0,3.24,8.64,2670,0,NO,regular,
quifer001,2007-08,F. Quijada,23,0,0,,0,2,0,0,0,0,2.1,1,0,0,0,0,3,,429,3.86,0,0,11.57,,0,NO,regular,
quifer001,2005-06,F. Quijada,21,0,0,,5.4,3,0,0,0,0,1.2,1,1,1,0,4,3,78,3000,5.4,0,21.6,16.2,750,0,NO,regular,
quifer001,2007-08,F. Quijada,23,0,0,,0,1,0,0,0,0,1.2,1,0,0,0,0,1,,0.6,5.4,0,0,5.4,,0,NO,round robin,
rivfre001,1962-63,F. Rivero,20,0,1,0,7.94,3,0,0,,0,5.2,7,,5,,2,4,40,1588,11.12,,3.18,6.35,2000,,NO,regular,
rodfra001,2011-12,F. Rodríguez,29,0,0,,9,1,0,0,0,1,1,1,1,1,1,1,1,,2,9,9,9,9,1,0,NO,finales,Subcampeon
rodfra001,2011-12,F. Rodríguez,29,0,0,,0,4,0,0,0,1,4,2,0,0,0,0,6,,500,4.5,0,0,13.5,,0,NO,regular,
rodfra001,2010-11,F. Rodríguez,28,0,0,,3.38,2,0,0,0,1,2.2,3,1,1,0,0,2,116,1125,10.13,0,0,6.75,,0,NO,regular,
rodfra001,2009-10,F. Rodríguez,27,1,1,500,7.2,6,0,0,0,3,7,6,5,4,1,2,7,67,1857,14.14,2.57,2.57,12.86,5000,0,NO,regular,
rodfra001,2008-09,F. Rodríguez,26,0,0,,3,3,0,0,0,1,3,3,1,1,1,1,4,159,1333,9,3,3,12,4000,0,NO,regular,
rodfra001,2007-08,F. Rodríguez,25,0,1,0,2.65,16,0,0,0,6,17,12,5,5,1,4,21,144,941,6.35,0.53,2.12,11.12,5250,0,NO,regular,
rodfra001,2006-07,F. Rodríguez,24,0,0,,2.89,10,0,0,0,5,9.1,12,4,3,0,3,11,133,1607,11.57,0,2.89,10.61,3670,0,NO,regular,
