player_id,years,jugador,edad,w,l,w-l%,era,g,gs,cg,sho,sv,ip,h,r,er,hr,bb,so,ir,whip,h/9,hr/9,bb/9,so/9,so/bb,bk,refuerzo ,ronda,resultado
acealfre001,2014-15,A. Aceves,32,0,1,0,4.91,5,0,0,0,2,3.2,1,2,2,1,2,3,,818,2.45,2.45,4.91,7.36,1.5,0,NO,round robin,
alvale002,1995-96,A. Álvarez,25,0,0,,27,1,0,0,,0,2,6,,6,,1,1,11,3500,27,,4.5,4.5,1000,,NO,regular,
alvale002,1994-95,A. Álvarez,24,4,2,667,4.85,26,2,0,,0,42.2,45,,23,,30,17,69,1758,9.49,,6.33,3.59,570,,NO,regular,
alvale002,1993-94,A. Álvarez,23,3,0,1000,3.62,14,1,0,,1,27.1,19,,11,,21,11,96,1463,6.26,,6.91,3.62,520,,NO,regular,
alvale002,1992-93,A. Álvarez,22,2,0,1000,2.45,20,0,0,,3,25.2,26,,7,,12,9,137,1481,9.12,,4.21,3.16,750,,NO,regular,
alvale002,1991-92,A. Álvarez,21,0,0,,2.7,2,0,0,,0,3.1,2,,1,,3,0,117,1500,5.4,,8.1,0,0,,NO,regular,
alvale002,1990-91,A. Álvarez,20,0,0,,8.59,6,0,0,,0,7.1,9,,7,,3,4,41,1636,11.05,,3.68,4.91,1330,,NO,regular,
alvale002,1989-90,A. Álvarez,19,1,0,1000,3.5,9,1,0,,0,18,17,,7,,10,9,103,1500,8.5,,5,4.5,900,,NO,regular,
alvale002,1989-90,A. Álvarez,19,0,1,0,0,2,0,0,,0,2.2,1,,0,,1,2,,0.75,3.38,,3.38,6.75,2,,NO,round robin,
basalb001,2011-12,A. Bastardo,27,0,0,,0,3,0,0,0,0,1.2,0,0,0,0,1,1,,0.6,0,0,5.4,5.4,1,0,NO,finales,Subcampeon
basalb001,2013-14,A. Bastardo,29,0,0,,16.2,8,0,0,0,0,3.1,6,6,6,1,3,4,29,2700,16.2,2.7,8.1,10.8,1330,0,NO,regular,
basalb001,2012-13,A. Bastardo,28,0,3,0,5.27,19,1,0,0,0,27.1,37,20,16,5,12,14,82,1793,12.18,1.65,3.95,4.61,1170,0,NO,regular,
basalb001,2011-12,A. Bastardo,27,0,2,0,7.38,12,10,0,0,0,42.2,50,39,35,9,13,34,51,1477,10.55,1.9,2.74,7.17,2620,0,NO,regular,
basalb001,2011-12,A. Bastardo,27,0,0,,0,1,0,0,0,0,0.2,0,0,0,0,1,0,,1.5,0,0,13.5,0,0,0,NO,round robin,
bosada001,2009-10,A. Bostick,26,1,3,250,11.25,10,0,0,0,0,8,10,10,10,1,7,11,43,2125,11.25,1.12,7.87,12.37,1570,0,NO,regular,
canale001,2015-16,A. Candelario,33,3,2,600,2.16,14,11,1,1,0,58.1,43,14,14,1,32,43,180,1286,6.63,0.15,4.94,6.63,1340,1,NO,regular,
canale001,2015-16,A. Candelario,33,1,1,0.5,5.19,4,4,0,0,0,17.1,19,10,10,0,8,18,,1558,9.87,0,4.15,9.35,2.25,0,NO,round robin,
carado001,2018-19,A. Cardona,24,0,0,,3.86,3,0,0,0,0,2.1,4,1,1,0,1,1,99,2143,15.43,0,3.86,3.86,1,0,NO,regular,
carado001,2017-18,A. Cardona,23,0,1,0,4.05,7,0,0,0,0,6.2,8,4,3,1,1,5,107,1.35,10.8,1.35,1.35,6.75,5,0,NO,regular,
,2009-10,A. Castillo,39,1,0,1,1.93,5,0,0,0,0,4.2,4,1,1,0,0,6,,857,7.71,0,0,11.57,,0,NO,round robin,
,2000-01,A. Conde,34,2,1,0.6667,4.3,6,1,0,,1,14.2,15,,7,,3,10,,1227,9.2,,1.84,6.14,3.3333,,SI,round robin,
corale001,2001-02,A. Correa,19,0,0,,0,1,0,0,,0,0.2,1,,0,,0,0,,1500,13.5,,0,0,,,NO,regular,
devpau001,1976-77,A. Devine,25,3,1,750,2.2,7,4,1,,0,32.2,38,,8,,14,25,187,1592,10.47,,3.86,6.89,1790,,NO,regular,
diaalb001,2014-15,A. Díaz,23,0,0,,0,4,0,0,0,0,0.1,1,0,0,0,2,0,,9000,27,0,54,0,0,0,NO,regular,
escant001,2020-21,A. Escobar,20,1,0,1,3.63,6,4,0,0,0,17.1,10,7,7,2,9,7,137,1096,5.19,1.04,4.67,3.63,0.78,0,NO,regular,
fitala001,1972-73,A. Fitzmorris,26,1,0,1000,8.59,5,0,0,,1,7.1,14,,7,,3,4,38,2318,17.18,,3.68,4.91,1330,,NO,regular,
fitala001,1972-73,A. Fitzmorris,26,0,0,,2.25,1,0,0,,0,4,5,,1,,0,1,,1.25,11.25,,0,2.25,,,NO,round robin,
,2011-12,A. Galarraga,29,1,2,0.3333,7.24,4,4,0,0,0,13.2,14,12,11,3,8,7,,1.61,9.22,1.98,5.27,4.61,875,0,SI,round robin,
gerand001,2016-17,A. Gerdel,23,0,0,,54,1,0,0,0,0,0.1,2,2,2,0,0,1,8,6,54,0,0,27,,0,NO,regular,
gerand001,2014-15,A. Gerdel,21,0,0,,0,1,0,0,0,0,2,2,0,0,0,0,0,,1000,9,0,0,0,,0,NO,regular,
gerand001,2014-15,A. Gerdel,21,0,0,,0,2,0,0,0,0,2,0,0,0,0,0,2,,0,0,0,0,9,,0,NO,round robin,
gomagu001,1998-99,A. Gómez,25,1,0,1000,6.75,10,0,0,,0,10.2,13,,8,,10,4,55,2156,10.97,,8.44,3.38,400,,NO,regular,
griala001,1977-78,A. Griffint,0,3,1,750,3.76,5,4,1,,0,26.1,24,,11,,9,12,113,1253,8.2,,3.08,4.1,1330,,NO,regular,
griala001,1977-78,A. Griffint,0,0,0,,1.42,1,1,0,,0,6.1,8,,1,,2,5,,1579,11.37,,2.84,7.11,2.5,,NO,round robin,
hazand001,2000-01,A. Hazlet,25,3,2,600,2.98,21,5,0,,0,45.1,39,,15,,11,44,139,1103,7.74,,2.18,8.74,4000,,NO,regular,
hazand001,2000-01,A. Hazlet,25,0,2,0,5.93,3,3,0,,0,13.2,22,,9,,4,12,,1902,14.49,,2.63,7.9,3,,NO,round robin,
herang001,1986-87,A. Hernández,32,0,1,0,1.5,1,1,0,,0,6,4,,1,,2,2,,1,6,,3,3,1,,NO,finales,Subcampeon
herang001,1985-86,A. Hernández,31,0,0,,5.4,1,1,0,,0,3.1,4,,2,,2,2,,1.8,10.8,,5.4,5.4,1,,NO,finales,Campeon
herang001,1984-85,A. Hernández,30,0,0,,0,1,0,0,,1,0.2,0,,0,,0,0,,0,0,,0,0,,,NO,finales,Campeon
herarn001,2020-21,A. Hernández,24,0,1,0,5.14,14,0,0,0,0,14,18,9,8,1,5,12,96,1643,11.57,0.64,3.21,7.71,2.4,0,NO,regular,
herang001,1991-92,A. Hernández,37,0,0,,36,1,0,0,,0,1,3,,4,,1,1,9,4000,27,,9,9,1000,,NO,regular,
herang001,1990-91,A. Hernández,36,0,2,0,8.44,5,1,0,,1,10.2,22,,10,,3,0,41,2344,18.56,,2.53,0,0,,NO,regular,
herang001,1989-90,A. Hernández,35,3,5,375,6.14,13,9,0,,0,44,58,,30,,18,18,59,1727,11.86,,3.68,3.68,1000,,NO,regular,
herang001,1988-89,A. Hernández,34,5,4,556,2.98,13,11,0,,0,63.1,66,,21,,19,36,107,1342,9.38,,2.7,5.12,1890,,NO,regular,
herang001,1987-88,A. Hernández,33,4,3,571,2.86,12,12,0,,0,66,69,,21,,18,28,120,1318,9.41,,2.45,3.82,1560,,NO,regular,
herang001,1986-87,A. Hernández,32,4,2,667,2.9,11,10,1,,0,62,60,,20,,15,8,118,1210,8.71,,2.18,1.16,530,,NO,regular,
herang001,1985-86,A. Hernández,31,5,3,625,3.02,15,9,1,,1,65.2,69,,22,,15,24,108,1279,9.46,,2.06,3.29,1600,,NO,regular,
herang001,1984-85,A. Hernández,30,4,4,500,3.05,14,10,0,,1,65,70,,22,,25,21,110,1462,9.69,,3.46,2.91,840,,NO,regular,
herang001,1983-84,A. Hernández,29,5,2,714,2.57,10,5,0,,0,35,36,,10,,15,14,131,1457,9.26,,3.86,3.6,930,,NO,regular,
herang001,1982-83,A. Hernández,28,0,0,,2.7,3,0,0,,0,6.2,7,,2,,0,4,134,1050,9.45,,0,5.4,,,NO,regular,
herang001,1981-82,A. Hernández,27,1,0,1000,5.25,5,1,0,,0,12,12,,7,,6,2,69,1500,9,,4.5,1.5,330,,NO,regular,
herang001,1989-90,A. Hernández,35,1,0,1,2.53,4,0,0,,0,10.2,9,,3,,3,5,,1125,7.59,,2.53,4.22,1.6667,,NO,round robin,
herang001,1986-87,A. Hernández,32,1,0,1,0,2,2,0,,0,14.2,8,,0,,2,4,,682,4.91,,1.23,2.45,2,,NO,round robin,
herang001,1985-86,A. Hernández,31,1,0,1,5.4,1,1,0,,0,5,5,,3,,2,3,,1.4,9,,3.6,5.4,1.5,,NO,round robin,
herang001,1984-85,A. Hernández,30,0,0,,3.52,2,0,0,,0,7.2,8,,3,,5,3,,1696,9.39,,5.87,3.52,0.6,,NO,round robin,
heralv001,2019-20,A. Herrera,26,0,1,0,7.27,10,0,0,0,0,8.2,9,7,7,1,7,6,63,1846,9.35,1.04,7.27,6.23,0.86,,NO,regular,
heralv001,2018-19,A. Herrera,25,0,1,0,3.92,19,0,0,0,0,20.2,24,9,9,2,10,15,98,1645,10.45,0.87,4.35,6.53,1.5,0,NO,regular,
heralv001,2016-17,A. Herrera,23,0,1,0,10.8,8,0,0,0,0,6.2,12,12,8,3,4,5,39,2.4,16.2,4.05,5.4,6.75,1.25,0,NO,regular,
heralv001,2015-16,A. Herrera,22,0,0,,3.86,5,0,0,0,0,2.1,6,2,1,0,1,0,101,3,23.14,0,3.86,0,0,0,NO,regular,
heralv001,2014-15,A. Herrera,21,2,0,1000,2.45,9,0,0,0,0,11,7,3,3,0,5,4,168,1091,5.73,0,4.09,3.27,800,0,NO,regular,
heralv001,2016-17,A. Herrera,23,0,0,,18,1,0,0,0,0,2,3,4,4,1,3,2,,3,13.5,4.5,13.5,9,0.6667,0,NO,round robin,
heralv001,2014-15,A. Herrera,21,0,0,,6.75,5,0,0,0,0,4,5,3,3,0,1,1,,1.5,11.25,0,2.25,2.25,1,0,NO,round robin,
heralv001,2008-09,A. Herrera,29,0,2,0,9.72,7,2,0,0,0,8.1,12,11,9,3,4,5,,1.92,12.96,3.24,4.32,5.4,1.25,0,SI,round robin,
johth001,2009-10,A. Johnson,26,0,0,,24.3,2,2,0,0,0,3.1,10,13,9,2,5,3,20,4500,27,5.4,13.5,8.1,600,0,NO,regular,
lerant001,2018-19,A. Lerew,36,2,6,0.25,3.95,11,9,0,0,0,41,52,27,18,2,9,23,97,1488,11.41,0.44,1.98,5.05,2.56,1,NO,regular,
levall001,2003-04,A. Levrault,26,0,0,,12.86,3,3,0,,0,7,18,,10,,3,4,34,3000,23.14,,3.86,5.14,1330,,NO,regular,
levall001,2002-03,A. Levrault,25,3,1,750,2.06,8,8,0,,0,48,40,,11,,14,33,170,1125,7.5,,2.62,6.19,2360,,NO,regular,
levall001,2000-01,A. Levrault,23,4,1,800,2.62,12,11,3,,0,72,59,,21,,12,48,158,986,7.37,,1.5,6,4000,,NO,regular,
levall001,2000-01,A. Levrault,23,0,0,,3.09,2,2,0,,0,11.2,5,,4,,3,6,,686,3.86,,2.31,4.63,2,,NO,round robin,
lisari001,1974-75,A. Liscano,0,0,0,,0,1,0,0,,0,1,0,,0,,0,0,,0,0,,0,0,,,NO,regular,
lisari001,1972-73,A. Liscano,0,0,1,0,3.21,12,0,0,,4,28,20,,10,,10,26,102,1071,6.43,,3.21,8.36,2600,,NO,regular,
lisari001,1971-72,A. Liscano,0,0,0,,0,1,0,0,,0,1,0,,0,,1,1,,1000,0,,9,9,1000,,NO,regular,
lisari001,1972-73,A. Liscano,0,0,0,,,1,0,0,,0,0,1,,0,,1,0,,,,,,,0,,NO,round robin,
lorrand001,1993-94,A. Lorraine,21,1,2,333,2.51,9,4,0,,0,28.2,20,,8,,15,16,139,1221,6.28,,4.71,5.02,1070,,NO,regular,
mavarl001,2018-19,A. Mavare,28,0,0,,3.46,13,0,0,0,0,13,16,5,5,1,10,10,111,2,11.08,0.69,6.92,6.92,1,0,NO,regular,
mavarl001,2017-18,A. Mavare,27,0,0,,1.8,20,0,0,0,0,20,21,5,4,1,6,20,240,1.35,9.45,0.45,2.7,9,3.33,1,NO,regular,
mavarl001,2016-17,A. Mavare,26,1,1,500,1.95,30,0,0,0,0,27.2,25,9,6,2,7,33,215,1157,8.13,0.65,2.28,10.73,4.71,0,NO,regular,
mavarl001,2014-15,A. Mavare,24,3,2,600,3.13,28,0,0,0,0,31.2,30,16,11,1,12,28,132,1326,8.53,0.28,3.41,7.96,2330,0,NO,regular,
mavarl001,2013-14,A. Mavare,23,0,0,,0,1,0,0,0,0,0.1,1,0,0,0,0,0,,3000,27,0,0,0,,0,NO,regular,
mavarl001,2012-13,A. Mavare,22,0,0,,7.5,6,0,0,0,0,6,8,5,5,1,5,6,58,2400,13.5,1.35,8.1,9.45,1170,0,NO,regular,
mavarl001,2016-17,A. Mavare,26,0,0,,15.75,7,0,0,0,0,4,9,7,7,1,4,2,,3.25,20.25,2.25,9,4.5,0.5,0,NO,round robin,
mavarl001,2014-15,A. Mavare,24,0,1,0,27,3,0,0,0,0,1.1,6,4,4,0,1,1,,5.25,40.5,0,6.75,6.75,1,0,NO,round robin,
mejalv001,2014-15,A. Mejias,23,0,1,0,14.29,6,0,0,0,0,5.2,9,9,9,2,3,4,29,2118,14.29,3.18,4.76,6.35,1330,0,NO,regular,
mejalv001,2012-13,A. Mejias,21,0,0,,7.71,5,0,0,0,0,4.2,5,4,4,0,4,3,56,1929,9.64,0,7.71,5.79,750,0,NO,regular,
monaur001,1976-77,A. Monteagudo,33,0,0,,0,3,0,0,,1,3,2,,0,,0,2,,667,6,,0,6,,,NO,finales,Subcampeon
monaur001,1971-72,A. Monteagudo,28,0,0,,0,3,0,0,,1,4,3,,0,,0,1,,0.75,6.75,,0,2.25,,,NO,finales,Subcampeon
monaur001,1970-71,A. Monteagudo,27,2,0,1,1.69,4,2,0,,0,16,17,,3,,6,14,,1437,9.56,,3.38,7.87,2.3333,,NO,finales,Campeon
monaur001,1969-70,A. Monteagudo,26,0,0,,0,2,0,0,,0,3,0,,0,,0,1,,0,0,,0,3,,,NO,finales,Subcampeon
monaur001,1968-69,A. Monteagudo,25,0,1,0,2.25,2,1,0,,0,8,6,,2,,3,9,,1125,6.75,,3.38,10.13,3,,NO,finales,Campeon
monaur001,1965-66,A. Monteagudo,22,1,0,1,1.69,3,2,0,,0,16,16,,3,,4,3,,1.25,9,,2.25,1.69,0.75,,SI,finales,Campeon
monaur001,1982-83,A. Monteagudo,39,0,1,0,8.38,4,1,0,,0,9.2,17,,9,,2,1,43,1966,15.83,,1.86,0.93,500,,NO,regular,
monaur001,1981-82,A. Monteagudo,38,3,3,500,2.27,12,5,0,,1,63.1,56,,16,,11,39,159,1058,7.96,,1.56,5.54,3550,,NO,regular,
monaur001,1980-81,A. Monteagudo,37,2,0,1000,2.49,11,0,0,,0,21.2,25,,6,,6,12,145,1431,10.38,,2.49,4.98,2000,,NO,regular,
monaur001,1979-80,A. Monteagudo,36,2,1,667,3.1,12,1,0,,0,40.2,42,,14,,21,18,121,1549,9.3,,4.65,3.98,860,,NO,regular,
monaur001,1978-79,A. Monteagudo,35,3,6,333,4.14,19,6,1,,1,58.2,71,,27,,19,32,84,1534,10.89,,2.91,4.91,1680,,NO,regular,
monaur001,1977-78,A. Monteagudo,34,4,3,571,4.95,30,4,0,,6,80,100,,44,,26,51,86,1575,11.25,,2.92,5.74,1960,,NO,regular,
monaur001,1976-77,A. Monteagudo,33,2,4,333,4.13,25,1,0,,5,56.2,66,,26,,21,40,100,1535,10.48,,3.34,6.35,1900,,NO,regular,
monaur001,1974-75,A. Monteagudo,31,3,7,300,4.69,16,12,2,,0,71,97,,37,,21,56,65,1662,12.3,,2.66,7.1,2670,,NO,regular,
monaur001,1973-74,A. Monteagudo,30,6,2,750,3,24,0,0,,0,90,80,,30,,35,44,126,1278,8,,3.5,4.4,1260,,NO,regular,
monaur001,1972-73,A. Monteagudo,29,1,7,125,3.38,13,4,2,,0,48,47,,18,,17,23,97,1333,8.81,,3.19,4.31,1350,,NO,regular,
monaur001,1971-72,A. Monteagudo,28,6,8,429,3.62,18,17,2,,0,112,102,,45,,33,61,86,1205,8.2,,2.65,4.9,1850,,NO,regular,
monaur001,1970-71,A. Monteagudo,27,7,4,636,2.13,16,14,7,,2,114.1,96,,27,,25,73,154,1058,7.56,,1.97,5.75,2920,,NO,regular,
monaur001,1969-70,A. Monteagudo,26,7,7,500,2.85,22,11,6,,3,110.1,96,,35,,24,88,95,1088,7.83,,1.96,7.18,3670,,NO,regular,
monaur001,1968-69,A. Monteagudo,25,5,5,500,2.97,21,12,2,,1,78.2,95,,26,,9,67,108,1322,10.87,,1.03,7.67,7440,,NO,regular,
monaur001,1967-68,A. Monteagudo,24,2,2,500,3.94,6,3,1,,1,29.2,38,,13,,13,18,79,1719,11.53,,3.94,5.46,1380,,NO,regular,
monaur001,1981-82,A. Monteagudo,38,0,0,,13.5,1,0,0,,0,2,3,,3,,1,0,,2,13.5,,4.5,0,0,,NO,round robin,
monaur001,1977-78,A. Monteagudo,34,1,0,1,1.86,5,0,0,,0,9.2,6,,2,,3,4,,931,5.59,,2.79,3.72,1.3333,,NO,round robin,
monaur001,1971-72,A. Monteagudo,28,1,0,1,0,2,0,0,,0,4,3,,0,,4,2,,1.75,6.75,,9,4.5,0.5,,NO,round robin,
monaur001,1970-71,A. Monteagudo,27,0,0,,5.14,1,1,0,,0,7,8,,4,,3,2,,1571,10.29,,3.86,2.57,0.6667,,NO,round robin,
monaur001,1969-70,A. Monteagudo,26,1,0,1,0,2,0,0,,1,7.2,0,,0,,0,4,,0,0,,0,4.7,,,NO,round robin,
monagu001,2010-11,A. Montero,33,0,1,0,10.5,8,0,0,0,0,6,9,7,7,0,9,2,37,3000,13.5,0,13.5,3,220,0,NO,regular,
morale001,2011-12,A. Morales,22,0,0,,0,1,0,0,0,0,1,1,0,0,0,0,1,,1,9,0,0,9,,0,NO,finales,Subcampeon
morale001,2013-14,A. Morales,24,0,0,,27,1,0,0,0,0,0.1,0,1,1,0,1,0,17,3000,0,0,27,0,0,0,NO,regular,
morale001,2011-12,A. Morales,22,0,0,,5.4,2,0,0,0,0,1.2,1,1,1,0,2,2,,1.8,5.4,0,10.8,10.8,1,0,NO,round robin,
nogant001,2020-21,A. Noguera,32,1,1,0.5,10.24,8,0,0,0,0,9.2,15,11,11,1,4,1,48,1966,13.97,0.93,3.72,0.93,0.25,0,NO,regular,
nogant001,2019-20,A. Noguera,31,1,1,500,6.3,13,2,0,0,0,20,25,14,14,2,8,11,73,1.65,11.25,0.9,3.6,4.95,1.38,,NO,regular,
nogant001,2018-19,A. Noguera,30,1,2,0.33,4.74,14,8,0,0,0,38,48,22,20,2,14,13,81,1632,11.37,0.47,3.32,3.08,0.93,0,NO,regular,
nogant001,2017-18,A. Noguera,29,1,3,250,5.29,21,6,0,0,0,32.1,46,24,19,2,9,24,82,1701,12.8,0.56,2.51,6.68,2.67,1,NO,regular,
nogant001,2016-17,A. Noguera,28,0,1,0,4.97,22,0,0,0,0,12.2,18,9,7,0,5,4,84,1816,,0,3.55,2.84,0.8,0,NO,regular,
nogant001,2015-16,A. Noguera,27,0,2,0,7.2,22,0,0,0,0,10,12,8,8,2,5,4,54,1.7,10.8,1.8,4.5,3.6,800,0,NO,regular,
nogant001,2016-17,A. Noguera,28,0,0,,5.79,5,0,0,0,0,4.2,3,3,3,1,4,2,,1.5,5.79,1.93,7.71,3.86,0.5,0,NO,round robin,
ortant001,2011-12,A. Ortega,26,0,0,,4.5,1,0,0,0,0,2,1,1,1,1,0,0,,0.5,4.5,4.5,0,0,,0,NO,finales,Subcampeon
ortant001,2013-14,A. Ortega,28,0,0,,3.38,3,0,0,0,0,2.2,4,1,1,0,0,0,138,1500,13.5,0,0,0,,0,NO,regular,
ortant001,2012-13,A. Ortega,27,1,1,500,4.31,29,0,0,0,0,31.1,30,18,15,1,12,35,94,1340,8.62,0.29,3.45,10.05,2920,0,NO,regular,
ortant001,2011-12,A. Ortega,26,1,0,1000,4.98,22,0,0,0,0,21.2,24,14,12,2,10,14,76,1569,9.97,0.83,4.15,5.82,1400,0,NO,regular,
ortant001,2010-11,A. Ortega,25,0,2,0,2.65,14,0,0,0,0,17,18,7,5,1,14,10,148,1882,9.53,0.53,7.41,5.29,710,0,NO,regular,
ortant001,2008-09,A. Ortega,23,0,3,0,6.2,6,6,0,0,0,20.1,30,16,14,3,7,11,83,1820,13.28,1.33,3.1,4.87,1570,0,NO,regular,
ortant001,2007-08,A. Ortega,22,0,0,,7.07,12,1,0,0,1,14,18,13,11,3,15,7,59,2214,10.93,1.93,9,4.5,500,0,NO,regular,
ortant001,2006-07,A. Ortega,21,1,0,1000,3.86,6,0,0,0,0,7,9,7,3,1,4,3,75,1857,11.57,1.29,5.14,3.86,750,0,NO,regular,
ortant001,2011-12,A. Ortega,26,0,0,,7.71,5,0,0,0,0,4.2,10,5,4,1,4,6,,3,19.29,1.93,7.71,11.57,1.5,0,NO,round robin,
ortant001,2007-08,A. Ortega,22,0,0,,18,1,0,0,0,0,1,3,2,2,0,1,0,,4,27,0,9,0,0,0,NO,round robin,
oviale001,1996-97,A. Oviedo,24,0,0,,0,1,0,0,,0,1,0,,0,,1,2,,1000,0,,9,18,2000,,NO,regular,
oviale001,1995-96,A. Oviedo,23,0,0,,5.19,9,0,0,,0,8.2,10,,5,,6,0,56,1846,10.38,,6.23,0,0,,NO,regular,
rinand001,2012-13,A. Rienzo,24,0,1,0,9,3,3,0,0,0,7,11,9,7,0,8,9,48,2714,14.14,0,10.29,11.57,1130,0,NO,regular,
canang001,2010-11,A. Sánchez,21,0,0,,13.5,1,0,0,0,0,0.2,1,1,1,0,2,0,29,4500,13.5,0,27,0,0,0,NO,regular,
sanale002,1997-98,A. Santaella,26,0,0,,7.94,4,0,0,,0,5.2,11,,5,,3,3,45,2471,17.47,,4.76,4.76,1000,,NO,regular,
serale001,2010-11,A. Serrano,29,0,0,,108,1,0,0,0,0,0.1,4,4,4,0,0,0,4,12000,108,0,0,0,,0,NO,regular,
serale001,2008-09,A. Serrano,27,1,1,0.5,16.2,3,0,0,0,0,1.2,7,3,3,0,1,1,,4.8,37.8,0,5.4,5.4,1,0,SI,round robin,
torale001,2017-18,A. Torres,30,1,5,167,6.91,8,8,0,0,0,28.2,39,28,22,3,21,27,63,2093,12.24,0.94,6.59,8.48,1.29,0,NO,regular,
torale002,2016-17,A. Torres,21,0,0,,0,2,0,0,0,0,2,1,1,0,0,0,2,,0.5,4.5,0,0,9,,0,NO,regular,
torale002,2016-17,A. Torres,21,0,0,,0,4,0,0,0,0,4.1,2,0,0,0,2,4,,923,4.15,0,4.15,8.31,2,0,NO,round robin,
torang001,2008-09,A. Tovar,30,1,2,333,18.9,13,0,0,0,0,10,25,21,21,1,6,9,25,3100,22.5,0.9,5.4,8.1,1500,0,NO,regular,
torang001,2007-08,A. Tovar,29,3,1,750,3.66,25,0,0,0,4,19.2,20,14,8,0,14,23,104,1729,9.15,0,6.41,10.53,1640,0,NO,regular,
torang001,2006-07,A. Tovar,28,0,1,0,4.13,31,0,0,0,4,28.1,23,15,13,0,16,19,101,1376,7.31,0,5.08,6.04,1190,0,NO,regular,
torang001,2005-06,A. Tovar,27,0,1,0,5.29,19,0,0,0,0,17,22,12,10,2,12,10,80,2000,11.65,1.06,6.35,5.29,830,0,NO,regular,
torang001,2004-05,A. Tovar,26,1,1,500,4.56,29,0,0,,5,25.2,34,,13,,13,20,100,1831,11.92,,4.56,7.01,1540,,NO,regular,
torang001,2007-08,A. Tovar,29,0,0,,0,3,0,0,0,0,3,4,0,0,0,3,3,,2333,12,0,9,9,1,0,NO,round robin,
varalb001,2006-07,A. Vargas,22,0,3,0,10.57,6,5,0,0,0,15.1,26,21,18,4,6,10,36,2087,15.26,2.35,3.52,5.87,1670,0,NO,regular,
varalb001,2005-06,A. Vargas,21,3,0,1000,1.64,13,2,0,0,0,33,21,8,6,2,6,16,257,818,5.73,0.55,1.64,4.36,2670,0,NO,regular,
venang001,2020-21,Á. Ventura,27,0,1,0,15,2,2,0,0,0,3,5,5,5,0,6,2,33,3667,15,0,18,6,0.33,0,NO,regular,
venang001,2019-20,Á. Ventura,26,3,3,500,4.89,10,7,0,0,0,35,41,21,19,2,6,31,94,1343,10.54,0.51,1.54,7.97,5.17,,NO,regular,
venang001,2019-20,Á. Ventura,26,0,0,,2.63,3,3,0,0,0,13.2,11,4,4,0,7,12,,1317,7.24,0,4.61,7.9,1.7143,0,NO,round robin,
verand001,2019-20,A. Vera,22,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,3,,0,0,0,0,27,,,NO,regular,
wilalb001,1982-83,A. Williams,28,0,0,,2.35,2,2,0,,0,7.2,6,,2,,4,8,,1304,7.04,,4.7,9.39,2,,NO,finales,Campeon
wilalb001,1986-87,A. Williams,32,1,1,500,4.66,2,2,0,,0,9.2,12,,5,,4,2,74,1655,11.17,,3.72,1.86,500,,NO,regular,
wilalb001,1982-83,A. Williams,28,1,2,333,3.93,6,3,0,,0,18.1,18,,8,,7,11,92,1364,8.84,,3.44,5.4,1570,,NO,regular,
wilalb001,1981-82,A. Williams,27,2,5,286,2.69,13,11,2,,0,77,66,,23,,20,56,134,1117,7.71,,2.34,6.55,2800,,NO,regular,
wilalb001,1980-81,A. Williams,26,6,5,546,2.25,13,12,1,,0,88,72,,22,,26,52,161,1114,7.36,,2.66,5.32,2000,,NO,regular,
wilalb001,1979-80,A. Williams,25,10,4,714,2.81,16,15,4,,0,102.2,92,,32,,30,65,133,1188,8.06,,2.63,5.7,2170,,NO,regular,
wilalb001,1982-83,A. Williams,28,0,1,0,7.71,1,1,0,,0,2.1,4,,2,,1,0,,2143,15.43,,3.86,0,0,,NO,round robin,
wilalb001,1981-82,A. Williams,27,0,1,0,3.52,1,1,0,,0,7.2,10,,3,,4,3,,1826,11.74,,4.7,3.52,0.75,,NO,round robin,
wilalb001,1980-81,A. Williams,26,0,1,0,7.94,1,1,0,,0,5.2,8,,5,,3,7,,1941,12.71,,4.76,11.12,2.3333,,NO,round robin,
wilalb001,1979-80,A. Williams,25,1,2,0.3333,5.25,3,2,0,,0,12,15,,7,,4,8,,1583,11.25,,3,6,2,,NO,round robin,
allrob001,1965-66,B. Allen,28,5,3,625,2.07,12,8,2,,0,69.2,75,,16,,17,27,146,1321,9.69,,2.2,3.49,1590,,NO,regular,
andbri001,1995-96,B. Anderson,23,2,4,333,3.52,10,7,2,,0,46,47,,18,,4,20,83,1109,9.2,,0.78,3.91,5000,,NO,regular,
baugeo001,2015-16,B. Baumann,28,0,0,,4.5,5,0,0,0,0,4,4,2,2,1,3,4,86,1.75,9,2.25,6.75,9,1330,0,NO,regular,
baugeo001,2014-15,B. Baumann,27,0,0,,2.29,8,3,0,0,0,19.2,15,5,5,0,11,17,180,1322,6.86,0,5.03,7.78,1550,1,NO,regular,
belrob001,1966-67,B. Belinsky,30,2,5,286,3.59,14,12,1,,0,72.2,77,,29,,28,64,75,1445,9.54,,3.47,7.93,2290,,NO,regular,
berbra001,2017-18,B. Bergesen,32,0,0,,9,3,2,0,0,0,12,20,12,12,1,4,3,48,2,15,0.75,3,2.25,0.75,0,NO,regular,
bradar001,1965-66,B. Brandon,25,0,1,0,4.91,1,1,0,,0,3.2,6,,2,,2,0,,2182,14.73,,4.91,0,0,,NO,finales,Campeon
bradar001,1965-66,B. Brandon,25,8,11,421,1.69,28,15,9,,4,164.2,129,,31,,41,101,179,1032,7.05,,2.24,5.52,2460,,NO,regular,
