years,jugador,edad,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,avg,obp,slg,ops,ir,rc,tb,xb,hbp,sh,sf,refuerzo,ronda,resultado
1970-71,L. Cardenas,32,3,,10,2,3,0,1,0,1,0,,,,0.3,,0.5,0,,,5,1,,,,NO,regular,Eliminado
1970-71,H. Brito,24,22,,5,0,2,0,0,0,0,0,,,,0.4,,0.4,0,,,2,0,,,,NO,regular,Eliminado
1970-71,O. Pena,37,10,,11,1,2,0,0,0,0,0,,,,0.18,,182,0,,,2,0,,,,NO,regular,Eliminado
1970-71,C. Cox,29,7,,13,0,2,0,0,0,1,0,,,,0.15,,154,0,,,2,0,,,,NO,regular,Eliminado
1970-71,J. Romero,28,4,,9,1,2,0,0,0,0,0,,,,0.22,,222,0,,,2,0,,,,NO,regular,Eliminado
1970-71,M. López,27,12,,8,1,1,0,0,0,0,0,,,,0.13,,125,0,,,1,0,,,,NO,regular,Eliminado
1970-71,S. Barber,22,10,,13,0,1,0,0,0,1,0,,,,0.08,,77,0,,,1,0,,,,NO,regular,Eliminado
1970-71,D. Coombs,28,7,,15,1,1,0,0,0,0,0,,,,0.07,,67,0,,,1,0,,,,NO,regular,Eliminado
1970-71,A. Ortiz,21,7,,5,1,1,0,0,0,0,0,,,,0.2,,0.2,0,,,1,0,,,,NO,regular,Eliminado
1970-71,L. Gura,23,5,,8,1,1,0,0,0,0,0,,,,0.13,,125,0,,,1,0,,,,NO,regular,Eliminado
1970-71,J. Yanes,21,2,,4,0,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,regular,Eliminado
1970-71,C. Moreno,23,14,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1970-71,V. Patino,20,9,,3,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1970-71,R. Romero,23,4,,4,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1970-71,L. García,41,4,,6,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1970-71,C. Salas,20,2,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1969-70,E. Hernández,20,60,,245,31,63,5,0,0,10,4,,,,0.26,,278,0,,,68,5,,,,NO,regular,Eliminado
1969-70,R. Webster,27,60,,218,29,61,7,0,2,24,8,,,,0.28,,339,0,,,74,9,,,,NO,regular,Eliminado
1969-70,A. Bravo,27,48,,176,28,54,6,2,0,7,7,,,,0.31,,364,0,,,64,8,,,,NO,regular,Eliminado
1969-70,P. Casanova,28,50,,186,18,52,5,1,4,21,1,,,,0.28,,382,0,,,71,10,,,,NO,regular,Eliminado
1969-70,F. Rico,25,53,,185,21,45,5,2,2,18,5,,,,0.24,,324,0,,,60,9,,,,NO,regular,Eliminado
1969-70,B. Brooks,24,52,,167,26,42,8,0,5,31,2,,,,0.25,,389,0,,,65,13,,,,NO,regular,Eliminado
1969-70,J. Herrera,27,49,,167,12,42,6,3,1,15,2,,,,0.25,,341,0,,,57,10,,,,NO,regular,Eliminado
1969-70,R. Hermoso,22,27,,108,10,24,4,0,0,7,3,,,,0.22,,259,0,,,28,4,,,,NO,regular,Eliminado
1969-70,H. McRae,24,11,,43,2,15,4,1,0,2,0,,,,0.35,,488,0,,,21,5,,,,NO,regular,Eliminado
1969-70,O. Troconis,20,30,,86,3,14,1,1,0,4,2,,,,0.16,,198,0,,,17,2,,,,NO,regular,Eliminado
1969-70,A. Correa,21,24,,41,4,13,2,0,0,5,1,,,,0.32,,366,0,,,15,2,,,,NO,regular,Eliminado
1969-70,R. Marcano,18,24,,53,4,11,2,2,0,7,1,,,,0.21,,321,0,,,17,4,,,,NO,regular,Eliminado
1969-70,R. Nye,25,14,,27,1,8,0,0,0,3,0,,,,0.3,,296,0,,,8,0,,,,NO,regular,Eliminado
1969-70,E. Camejo,25,30,,49,5,7,1,0,0,7,2,,,,0.14,,163,0,,,8,1,,,,NO,regular,Eliminado
1969-70,R. Romero,22,17,,21,1,7,1,0,0,2,0,,,,0.33,,381,0,,,8,1,,,,NO,regular,Eliminado
1969-70,B. Alyea,29,11,,33,1,7,1,0,0,1,0,,,,0.21,,242,0,,,8,1,,,,NO,regular,Eliminado
1969-70,A. Monteagudo,26,22,,36,3,5,2,0,0,1,0,,,,0.14,,194,0,,,7,2,,,,NO,regular,Eliminado
1969-70,M. Hedlund,23,20,,36,3,5,0,0,0,1,0,,,,0.14,,139,0,,,5,0,,,,NO,regular,Eliminado
1969-70,L. Jaster,25,20,,37,1,5,2,0,0,1,0,,,,0.14,,189,0,,,7,2,,,,NO,regular,Eliminado
1969-70,J. Romero,27,16,,37,1,5,0,0,0,2,0,,,,0.14,,135,0,,,5,0,,,,NO,regular,Eliminado
1969-70,A. Corro,21,13,,25,4,3,1,0,0,2,0,,,,0.12,,0.16,0,,,4,1,,,,NO,regular,Eliminado
1969-70,A. Phillips,28,4,,17,2,3,0,0,0,1,0,,,,0.18,,176,0,,,3,0,,,,NO,regular,Eliminado
1969-70,H. Brito,23,11,,8,0,1,0,0,0,0,0,,,,0.13,,125,0,,,1,0,,,,NO,regular,Eliminado
1969-70,V. Patino,19,6,,8,0,1,0,0,0,0,0,,,,0.13,,125,0,,,1,0,,,,NO,regular,Eliminado
1969-70,J. Yanes,20,4,,6,0,1,0,0,0,1,0,,,,0.17,,167,0,,,1,0,,,,NO,regular,Eliminado
1969-70,T. McCraw,29,1,,4,1,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,regular,Eliminado
1969-70,M. López,26,18,,5,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1969-70,C. Moreno,22,15,,8,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1969-70,H. Urbano,28,9,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1969-70,L. Duran,19,4,,3,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1969-70,A. Ortiz,20,2,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1969-70,O. Rojas,25,1,,1,0,0,0,0,0,1,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1968-69,J. Herrera,26,56,,233,26,69,16,2,3,30,0,,,,0.3,,421,0,,,98,21,,,,NO,regular,Eliminado
1968-69,R. Hermoso,21,60,,243,33,67,4,1,1,16,7,,,,0.28,,313,0,,,76,6,,,,NO,regular,Eliminado
1968-69,A. Bravo,26,56,,214,29,58,5,2,0,19,15,,,,0.27,,313,0,,,67,7,,,,NO,regular,Eliminado
1968-69,P. Casanova,27,59,,213,23,55,10,0,4,27,2,,,,0.26,,362,0,,,77,14,,,,NO,regular,Eliminado
1968-69,M. Epstein,25,52,,179,26,54,10,0,9,32,1,,,,0.3,,508,0,,,91,19,,,,NO,regular,Eliminado
1968-69,M. Rettenmund,25,58,,205,35,53,8,0,10,29,1,,,,0.26,,444,0,,,91,18,,,,NO,regular,Eliminado
1968-69,E. Hernández,19,56,,202,25,46,7,0,0,12,1,,,,0.23,,262,0,,,53,7,,,,NO,regular,Eliminado
1968-69,A. Phillips,27,35,,136,31,39,7,2,8,25,3,,,,0.29,,544,0,,,74,17,,,,NO,regular,Eliminado
1968-69,O. Rojas,24,26,,59,4,21,1,0,0,5,0,,,,0.36,,373,0,,,22,1,,,,NO,regular,Eliminado
1968-69,A. Correa,20,39,,81,2,12,1,1,0,4,0,,,,0.15,,185,0,,,15,2,,,,NO,regular,Eliminado
1968-69,R. Fingers,22,22,,45,3,11,0,1,0,4,0,,,,0.24,,289,0,,,13,1,,,,NO,regular,Eliminado
1968-69,L. Aparicio,34,15,,54,2,9,1,0,0,4,1,,,,0.17,,185,0,,,10,1,,,,NO,regular,Eliminado
1968-69,R. Nye,24,22,,47,3,8,3,0,0,3,0,,,,0.17,,234,0,,,11,3,,,,NO,regular,Eliminado
1968-69,E. Camejo,24,11,,22,2,5,2,0,0,0,0,,,,0.23,,318,0,,,7,2,,,,NO,regular,Eliminado
1968-69,M. López,25,13,,21,2,3,0,0,0,2,0,,,,0.14,,143,0,,,3,0,,,,NO,regular,Eliminado
1968-69,A. Monteagudo,25,21,,23,4,2,0,0,0,1,0,,,,0.09,,87,0,,,2,0,,,,NO,regular,Eliminado
1968-69,H. Urbano,27,18,,7,1,1,0,0,0,0,0,,,,0.14,,143,0,,,1,0,,,,NO,regular,Eliminado
1968-69,C. Moreno,21,11,,2,0,1,0,0,0,0,0,,,,0.5,,0.5,0,,,1,0,,,,NO,regular,Eliminado
1968-69,O. Troconis,19,6,,4,0,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,regular,Eliminado
1968-69,J. Yanes,19,6,,4,0,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,regular,Eliminado
1968-69,J. Nyman,26,6,,13,0,1,0,0,0,1,0,,,,0.08,,77,0,,,1,0,,,,NO,regular,Eliminado
1968-69,J. Romero,26,4,,6,0,1,0,0,0,0,0,,,,0.17,,167,0,,,1,0,,,,NO,regular,Eliminado
1968-69,A. Corro,20,12,,14,1,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1968-69,H. Brito,22,9,,6,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1967-68,J. Herrera,25,58,,225,26,75,8,2,1,36,0,,,,0.33,,0.4,0,,,90,11,,,,NO,regular,Eliminado
1967-68,M. de la Hoz,29,57,,207,26,71,8,0,2,34,0,,,,0.34,,411,0,,,85,10,,,,NO,regular,Eliminado
1967-68,R. Hermoso,20,62,,237,45,70,7,1,0,15,14,,,,0.3,,333,0,,,79,8,,,,NO,regular,Eliminado
1967-68,A. Bravo,25,62,,246,45,70,7,1,0,10,33,,,,0.29,,321,0,,,79,8,,,,NO,regular,Eliminado
1967-68,M. Rettenmund,24,61,,217,51,68,12,2,7,29,3,,,,0.31,,484,0,,,105,21,,,,NO,regular,Eliminado
1967-68,R. Webster,25,37,,143,16,39,6,2,3,29,0,,,,0.27,,406,0,,,58,11,,,,NO,regular,Eliminado
1967-68,L. Aparicio,33,40,,127,17,27,1,1,2,28,2,,,,0.21,,283,0,,,36,4,,,,NO,regular,Eliminado
1967-68,E. Hernández,18,32,,98,3,23,3,2,0,14,0,,,,0.24,,306,0,,,30,5,,,,NO,regular,Eliminado
1967-68,B. Watson,21,19,,70,10,18,6,0,1,6,0,,,,0.26,,386,0,,,27,7,,,,NO,regular,Eliminado
1967-68,F.  Hernández,24,17,,58,5,17,0,0,0,5,0,,,,0.29,,293,0,,,17,0,,,,NO,regular,Eliminado
1967-68,E. Watt,26,34,,44,2,12,3,0,1,6,0,,,,0.27,,409,0,,,18,4,,,,NO,regular,Eliminado
1967-68,O. Rojas,23,29,,57,2,10,1,0,1,11,0,,,,0.18,,246,0,,,14,2,,,,NO,regular,Eliminado
1967-68,O. Johnson,19,18,,55,1,10,1,0,0,5,0,,,,0.18,,0.2,0,,,11,1,,,,NO,regular,Eliminado
1967-68,J. Romero,25,27,,65,1,9,2,0,0,5,0,,,,0.14,,169,0,,,11,2,,,,NO,regular,Eliminado
1967-68,A. Ortiz,22,8,,18,1,5,0,0,0,0,0,,,,0.28,,278,0,,,5,0,,,,NO,regular,Eliminado
1967-68,J. Yanes,18,17,,48,2,4,0,0,0,1,1,,,,0.08,,83,0,,,4,0,,,,NO,regular,Eliminado
1967-68,J. Weaver,28,26,,40,3,3,1,0,0,1,0,,,,0.08,,0.1,0,,,4,1,,,,NO,regular,Eliminado
1967-68,H. Urbano,26,21,,19,2,2,0,0,0,0,0,,,,0.11,,105,0,,,2,0,,,,NO,regular,Eliminado
1967-68,E. Camejo,23,16,,16,4,2,0,0,0,0,1,,,,0.13,,125,0,,,2,0,,,,NO,regular,Eliminado
1967-68,T. Fisher,25,9,,14,3,2,0,0,0,0,0,,,,0.14,,143,0,,,2,0,,,,NO,regular,Eliminado
1967-68,J. Quintana,21,9,,8,1,2,0,0,0,0,0,,,,0.25,,0.25,0,,,2,0,,,,NO,regular,Eliminado
1967-68,J. Saiz,18,7,,6,0,2,0,0,0,0,0,,,,0.33,,333,0,,,2,0,,,,NO,regular,Eliminado
1967-68,A. Monteagudo,24,7,,14,0,2,0,0,0,1,0,,,,0.14,,143,0,,,2,0,,,,NO,regular,Eliminado
1967-68,P. Knechtges,0,14,,23,0,1,0,0,0,0,0,,,,0.04,,43,0,,,1,0,,,,NO,regular,Eliminado
1967-68,E. Gutierrez,22,14,,14,0,1,0,0,0,1,0,,,,0.07,,71,0,,,1,0,,,,NO,regular,Eliminado
1967-68,H. Brito,21,16,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1967-68,V. Jiménez,23,7,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1967-68,P. Villaren,24,3,,5,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1966-67,C. Ruíz,28,63,,250,36,72,8,3,1,21,9,,,,0.29,,356,0,,,89,12,,,,NO,regular,Eliminado
1966-67,J. Bateman,26,63,,232,20,61,10,0,10,38,1,,,,0.26,,435,0,,,101,20,,,,NO,regular,Eliminado
1966-67,A. Bravo,24,62,,230,24,61,4,1,0,13,8,,,,0.27,,291,0,,,67,5,,,,NO,regular,Eliminado
1966-67,T. Curry,29,46,,191,32,59,11,3,8,27,0,,,,0.31,,524,0,,,100,22,,,,NO,regular,Eliminado
1966-67,L. Aparicio,32,38,,156,26,57,8,2,0,13,1,,,,0.37,,442,0,,,69,10,,,,NO,regular,Eliminado
1966-67,E. Chacon,30,54,,195,24,45,9,0,0,13,4,,,,0.23,,277,0,,,54,9,,,,NO,regular,Eliminado
1966-67,A. Phillips,25,34,,121,21,35,5,2,7,27,4,,,,0.29,,537,0,,,65,14,,,,NO,regular,Eliminado
1966-67,R. Hermoso,19,39,,119,12,31,2,0,0,4,3,,,,0.26,,277,0,,,33,2,,,,NO,regular,Eliminado
1966-67,H. Allen,26,20,,75,5,17,1,0,1,5,2,,,,0.23,,0.28,0,,,21,2,,,,NO,regular,Eliminado
1966-67,E. Camejo,22,35,,69,6,15,1,0,0,7,1,,,,0.22,,232,0,,,16,1,,,,NO,regular,Eliminado
1966-67,P. Villaren,23,19,,54,4,15,1,0,0,2,0,,,,0.28,,296,0,,,16,1,,,,NO,regular,Eliminado
1966-67,C. Harrison,25,18,,69,4,14,3,1,1,9,0,,,,0.2,,319,0,,,22,5,,,,NO,regular,Eliminado
1966-67,A. Ortiz,21,29,,70,7,12,1,0,0,5,1,,,,0.17,,186,0,,,13,1,,,,NO,regular,Eliminado
1966-67,J. Herrera,24,16,,40,3,11,4,0,0,5,0,,,,0.28,,375,0,,,15,4,,,,NO,regular,Eliminado
1966-67,B. Belinsky,30,15,,22,1,8,0,0,0,1,0,,,,0.36,,364,0,,,8,0,,,,NO,regular,Eliminado
1966-67,E. Moxey,0,13,,48,2,8,0,0,0,2,0,,,,0.17,,167,0,,,8,0,,,,NO,regular,Eliminado
1966-67,G. Brabender,25,30,,56,1,5,0,0,0,2,0,,,,0.09,,89,0,,,5,0,,,,NO,regular,Eliminado
1966-67,G. Ravelo,32,9,,8,0,4,0,0,0,1,0,,,,0.5,,0.5,0,,,4,0,,,,NO,regular,Eliminado
1966-67,J. Tsitouris,30,12,,22,0,2,0,0,0,1,0,,,,0.09,,91,0,,,2,0,,,,NO,regular,Eliminado
1966-67,F. Borges,19,6,,12,1,2,0,0,0,0,0,,,,0.17,,167,0,,,2,0,,,,NO,regular,Eliminado
1966-67,C. Zachary,22,6,,12,1,2,0,0,0,0,0,,,,0.17,,167,0,,,2,0,,,,NO,regular,Eliminado
1966-67,B. Faul,26,6,,12,1,2,0,0,0,0,0,,,,0.17,,167,0,,,2,0,,,,NO,regular,Eliminado
1966-67,D. Coombs,24,3,,8,0,2,0,0,0,1,0,,,,0.25,,0.25,0,,,2,0,,,,NO,regular,Eliminado
1966-67,H. Brito,20,18,,15,1,1,0,0,0,0,0,,,,0.07,,67,0,,,1,0,,,,NO,regular,Eliminado
1966-67,V. Jiménez,22,14,,2,0,1,0,0,0,0,0,,,,0.5,,0.5,0,,,1,0,,,,NO,regular,Eliminado
1966-67,M. García,24,14,,14,1,1,0,0,0,0,0,,,,0.07,,71,0,,,1,0,,,,NO,regular,Eliminado
1966-67,J. Campos,26,14,,4,0,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,regular,Eliminado
1966-67,D. Acosta,37,4,,12,0,1,0,0,0,0,0,,,,0.08,,83,0,,,1,0,,,,NO,regular,Eliminado
1966-67,M. González,34,13,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1966-67,J. Quintana,20,13,,4,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1966-67,E. Gutierrez,21,8,,11,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1966-67,J. Mason,0,3,,12,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1966-67,J. Bracho,38,2,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1965-66,J. Herrera,23,60,,219,30,68,10,2,3,22,5,,,,0.31,,416,0,,,91,15,,,,NO,regular,Eliminado
1965-66,J. Bateman,25,59,,230,27,63,13,0,10,38,1,,,,0.27,,461,0,,,106,23,,,,NO,regular,Eliminado
1965-66,J. Martínez,23,51,,176,28,61,7,1,4,25,6,,,,0.35,,466,0,,,82,12,,,,NO,regular,Eliminado
1965-66,B. Burda,27,52,,199,25,56,10,0,1,17,1,,,,0.28,,347,0,,,69,11,,,,NO,regular,Eliminado
1965-66,A. Bravo,23,54,,190,29,55,9,4,4,21,14,,,,0.29,,442,0,,,84,17,,,,NO,regular,Eliminado
1965-66,L. Aparicio,31,46,,163,32,55,10,1,0,16,10,,,,0.34,,411,0,,,67,11,,,,NO,regular,Eliminado
1965-66,C. Ruíz,27,31,,117,14,31,1,1,0,10,0,,,,0.27,,291,0,,,34,2,,,,NO,regular,Eliminado
1965-66,C. Motton,24,29,,92,9,30,5,1,3,9,0,,,,0.33,,0.5,0,,,46,9,,,,NO,regular,Eliminado
1965-66,J. Cardenal,22,22,,91,11,24,2,2,4,14,4,,,,0.26,,462,0,,,42,8,,,,NO,regular,Eliminado
1965-66,A. Ortiz,20,35,,92,6,17,1,2,2,9,1,,,,0.19,,304,0,,,28,5,,,,NO,regular,Eliminado
1965-66,B. Perry,31,16,,57,10,14,1,0,3,5,1,,,,0.25,,421,0,,,24,4,,,,NO,regular,Eliminado
1965-66,J. Wynn,23,15,,58,10,11,2,0,2,4,1,,,,0.19,,328,0,,,19,4,,,,NO,regular,Eliminado
1965-66,M. López,22,17,,44,5,8,0,0,1,6,0,,,,0.18,,0.25,0,,,11,1,,,,NO,regular,Eliminado
1965-66,B. Brandon,25,28,,54,1,7,0,0,1,5,0,,,,0.13,,185,0,,,10,1,,,,NO,regular,Eliminado
1965-66,M. García,23,20,,37,2,7,1,0,0,4,0,,,,0.19,,216,0,,,8,1,,,,NO,regular,Eliminado
1965-66,G. Ravelo,31,14,,28,0,4,0,0,0,1,0,,,,0.14,,143,0,,,4,0,,,,NO,regular,Eliminado
1965-66,C. Maneff,0,11,,18,2,4,0,0,0,2,0,,,,0.22,,222,0,,,4,0,,,,NO,regular,Eliminado
1965-66,J. Bracho,37,15,,29,1,3,0,0,0,1,0,,,,0.1,,103,0,,,3,0,,,,NO,regular,Eliminado
1965-66,J. Campos,25,9,,13,2,1,0,0,0,0,0,,,,0.08,,77,0,,,1,0,,,,NO,regular,Eliminado
1965-66,J. Quintana,19,8,,6,1,1,0,0,0,0,0,,,,0.17,,167,0,,,1,0,,,,NO,regular,Eliminado
1965-66,F. Borges,18,7,,8,0,1,0,0,0,0,0,,,,0.13,,125,0,,,1,0,,,,NO,regular,Eliminado
1965-66,M. Medina,24,11,,15,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1965-66,B. Allen,28,11,,18,0,0,0,0,0,1,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1965-66,P. Villaren,22,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1965-66,M. Dominguez,0,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1964-65,L. Aparicio,30,49,,198,32,65,14,4,3,21,5,,,,0.33,,485,0,,,96,21,,,,NO,regular,Eliminado
1964-65,A. Bravo,22,47,,172,34,56,3,3,2,15,5,,,,0.33,,413,0,,,71,8,,,,NO,regular,Eliminado
1964-65,D. Johnson,16,49,,178,23,52,8,3,4,30,1,,,,0.29,,438,0,,,78,15,,,,NO,regular,Eliminado
1964-65,J. Herrera,22,47,,157,11,49,4,0,0,22,2,,,,0.31,,338,0,,,53,4,,,,NO,regular,Eliminado
1964-65,D. Roberts,31,49,,169,27,46,9,0,5,21,1,,,,0.27,,414,0,,,70,14,,,,NO,regular,Eliminado
1964-65,J. Wynn,22,44,,165,24,45,8,0,5,18,10,,,,0.27,,412,0,,,68,13,,,,NO,regular,Eliminado
1964-65,J. Grote,22,50,,169,20,38,6,0,4,15,0,,,,0.23,,331,0,,,56,10,,,,NO,regular,Eliminado
1964-65,E. Chacon,28,43,,140,22,37,3,2,0,9,2,,,,0.26,,314,0,,,44,5,,,,NO,regular,Eliminado
1964-65,K. Hamlim,29,8,,34,4,15,0,0,0,0,0,,,,0.44,,441,0,,,15,0,,,,NO,regular,Eliminado
1964-65,M. García,22,23,,52,4,13,3,0,1,4,2,,,,0.25,,365,0,,,19,4,,,,NO,regular,Eliminado
1964-65,W. Graham,28,20,,66,7,13,1,0,0,5,1,,,,0.2,,212,0,,,14,1,,,,NO,regular,Eliminado
1964-65,P. Corrales,23,9,,32,5,12,0,0,0,4,0,,,,0.38,,375,0,,,12,0,,,,NO,regular,Eliminado
1964-65,D. Knowles,23,26,,50,3,9,2,0,0,3,0,,,,0.18,,0.22,0,,,11,2,,,,NO,regular,Eliminado
1964-65,A. Ferrara,25,12,,42,4,8,1,0,0,1,1,,,,0.19,,214,0,,,9,1,,,,NO,regular,Eliminado
1964-65,D. Vineyard,23,8,,18,0,6,2,0,0,2,0,,,,0.33,,444,0,,,8,2,,,,NO,regular,Eliminado
1964-65,W. Bond,27,3,,10,1,6,1,0,2,7,1,,,,0.6,,1.3,0,,,13,3,,,,NO,regular,Eliminado
1964-65,L. Yellen,21,13,,20,1,3,0,1,0,1,0,,,,0.15,,0.25,0,,,5,1,,,,NO,regular,Eliminado
1964-65,G. Ravelo,30,11,,11,2,3,0,0,0,0,0,,,,0.27,,273,0,,,3,0,,,,NO,regular,Eliminado
1964-65,G. Kroll,23,7,,13,1,3,0,0,0,1,0,,,,0.23,,231,0,,,3,0,,,,NO,regular,Eliminado
1964-65,J. Quintana,18,19,,23,1,2,0,0,0,0,0,,,,0.09,,87,0,,,2,0,,,,NO,regular,Eliminado
1964-65,C. Carroll,23,9,,8,0,2,0,0,0,0,0,,,,0.25,,0.25,0,,,2,0,,,,NO,regular,Eliminado
1964-65,J. Bracho,36,11,,7,0,1,0,0,0,1,0,,,,0.14,,143,0,,,1,0,,,,NO,regular,Eliminado
1964-65,H. Brito,18,10,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1964-65,H. Stethers,0,4,,4,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1964-65,M. Medina,23,3,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1964-65,L. Tovar,30,3,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1964-65,L. Celis,29,3,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1964-65,P. Villaren,21,2,,3,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1964-65,F. Ramírez,20,2,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1963-64,D. Roberts,30,49,,171,25,53,9,0,1,18,1,,,,0.31,,0.38,0,,,65,10,,,,NO,regular,Eliminado
1963-64,J. Hartman,29,49,,194,20,47,5,1,0,12,3,,,,0.24,,278,0,,,54,6,,,,NO,regular,Eliminado
1963-64,E. Chacon,27,49,,168,24,42,4,1,1,16,15,,,,0.25,,304,0,,,51,6,,,,NO,regular,Eliminado
1963-64,J. Herrera,21,43,,116,13,31,1,1,0,13,2,,,,0.27,,293,0,,,34,2,,,,NO,regular,Eliminado
1963-64,L. Johnson,29,26,,105,7,31,4,2,5,18,3,,,,0.3,,514,0,,,54,11,,,,NO,regular,Eliminado
1963-64,L. Aparicio,29,26,,95,15,24,4,0,0,11,5,,,,0.25,,295,0,,,28,4,,,,NO,regular,Eliminado
1963-64,L. Tovar,29,34,,97,4,21,2,1,0,9,1,,,,0.22,,258,0,,,25,3,,,,NO,regular,Eliminado
1963-64,J. Ovalles,21,28,,77,8,17,2,0,0,1,0,,,,0.22,,247,0,,,19,2,,,,NO,regular,Eliminado
1963-64,C. Weatherspoon,0,23,,72,6,16,1,0,0,9,0,,,,0.22,,236,0,,,17,1,,,,NO,regular,Eliminado
1963-64,G. Ravelo,29,30,,75,3,15,1,0,0,6,0,,,,0.2,,213,0,,,16,1,,,,NO,regular,Eliminado
1963-64,A. Bravo,21,25,,70,11,13,1,2,0,6,2,,,,0.19,,257,0,,,18,3,,,,NO,regular,Eliminado
1963-64,P. Quintana,0,23,,69,4,12,3,2,0,5,0,,,,0.17,,275,0,,,19,5,,,,NO,regular,Eliminado
1963-64,J. Weekly,26,16,,51,5,10,4,0,2,6,0,,,,0.2,,392,0,,,20,6,,,,NO,regular,Eliminado
1963-64,E. Thomas,0,9,,26,3,7,0,0,0,1,0,,,,0.27,,269,0,,,7,0,,,,NO,regular,Eliminado
1963-64,M. García,21,15,,14,0,5,1,0,0,2,0,,,,0.36,,429,0,,,6,1,,,,NO,regular,Eliminado
1963-64,J. Wooten,0,7,,18,1,5,2,0,0,3,0,,,,0.28,,389,0,,,7,2,,,,NO,regular,Eliminado
1963-64,P. Villaren,20,13,,23,3,4,0,0,0,0,0,,,,0.17,,174,0,,,4,0,,,,NO,regular,Eliminado
1963-64,G. Brunet,28,8,,22,2,4,0,0,0,3,0,,,,0.18,,182,0,,,4,0,,,,NO,regular,Eliminado
1963-64,B. Lee,26,8,,12,0,3,1,0,0,0,0,,,,0.25,,333,0,,,4,1,,,,NO,regular,Eliminado
1963-64,D. Willis,25,9,,16,0,2,0,0,0,2,0,,,,0.13,,125,0,,,2,0,,,,NO,regular,Eliminado
1963-64,G. Mckenzie,0,8,,28,2,2,1,0,0,0,0,,,,0.07,,107,0,,,3,1,,,,NO,regular,Eliminado
1963-64,N. Olano,31,12,,4,1,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,regular,Eliminado
1963-64,J. Quintana,17,11,,14,1,1,0,0,0,0,0,,,,0.07,,71,0,,,1,0,,,,NO,regular,Eliminado
1963-64,J. Infante,19,11,,8,0,1,0,0,0,0,0,,,,0.13,,125,0,,,1,0,,,,NO,regular,Eliminado
